architecture id: 9342
model parameters: 21607908
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 24.972, 1.994, 33.428, 1.722
1.000, 46.444, 1.435, 47.740, 1.475
2.000, 56.420, 1.195, 60.432, 1.102
3.000, 63.324, 1.022, 63.888, 1.006
4.000, 67.080, 0.914, 66.680, 0.950
5.000, 70.352, 0.828, 66.696, 0.948
6.000, 73.248, 0.756, 70.364, 0.832
7.000, 74.888, 0.700, 73.572, 0.750
8.000, 77.360, 0.645, 73.272, 0.776
9.000, 79.160, 0.594, 75.984, 0.687
10.000, 80.820, 0.545, 75.268, 0.713
11.000, 82.404, 0.505, 77.844, 0.644
12.000, 83.496, 0.474, 75.432, 0.732
13.000, 84.460, 0.442, 79.004, 0.619
14.000, 85.508, 0.410, 77.356, 0.671
15.000, 86.544, 0.387, 79.012, 0.616
16.000, 87.568, 0.358, 80.236, 0.584
17.000, 88.316, 0.335, 81.304, 0.575
18.000, 88.972, 0.316, 80.972, 0.565
19.000, 90.032, 0.287, 82.128, 0.549
20.000, 90.268, 0.277, 81.812, 0.553
21.000, 91.232, 0.256, 82.236, 0.554
22.000, 91.504, 0.244, 79.824, 0.656
23.000, 92.432, 0.219, 83.108, 0.534
24.000, 92.904, 0.203, 81.336, 0.606
25.000, 93.232, 0.191, 81.468, 0.584
26.000, 93.952, 0.177, 83.332, 0.561
27.000, 94.040, 0.170, 83.652, 0.542
28.000, 94.844, 0.148, 84.056, 0.532
29.000, 95.020, 0.140, 83.324, 0.556
30.000, 95.376, 0.137, 84.472, 0.516
31.000, 95.560, 0.128, 83.092, 0.603
32.000, 95.960, 0.120, 84.200, 0.551
33.000, 96.132, 0.114, 84.804, 0.521
34.000, 96.688, 0.098, 84.916, 0.525
35.000, 96.844, 0.093, 85.556, 0.501
36.000, 97.068, 0.088, 85.556, 0.516
37.000, 97.536, 0.076, 85.388, 0.534
38.000, 97.624, 0.073, 85.224, 0.549
39.000, 97.708, 0.069, 85.768, 0.526
40.000, 98.008, 0.063, 86.196, 0.499
41.000, 98.204, 0.055, 85.560, 0.540
42.000, 98.460, 0.049, 85.224, 0.559
43.000, 98.536, 0.048, 85.880, 0.547
44.000, 98.600, 0.043, 85.784, 0.548
45.000, 98.732, 0.040, 85.552, 0.561
46.000, 98.804, 0.040, 86.480, 0.530
47.000, 98.780, 0.039, 86.060, 0.540
48.000, 99.056, 0.032, 86.504, 0.539
49.000, 99.148, 0.028, 85.604, 0.576
50.000, 99.216, 0.025, 85.732, 0.589
51.000, 99.256, 0.024, 86.544, 0.532
52.000, 99.244, 0.025, 86.652, 0.538
53.000, 99.452, 0.020, 86.664, 0.550
54.000, 99.536, 0.019, 86.540, 0.556
55.000, 99.552, 0.017, 86.676, 0.560
56.000, 99.620, 0.015, 86.812, 0.559
57.000, 99.600, 0.015, 86.316, 0.586
58.000, 99.624, 0.015, 87.004, 0.557
59.000, 99.580, 0.014, 86.932, 0.546
60.000, 99.588, 0.014, 87.108, 0.558
61.000, 99.696, 0.012, 86.992, 0.562
62.000, 99.684, 0.012, 87.204, 0.548
63.000, 99.772, 0.010, 87.136, 0.551
64.000, 99.768, 0.010, 87.268, 0.549
65.000, 99.796, 0.009, 87.400, 0.546
66.000, 99.812, 0.009, 87.412, 0.552
67.000, 99.888, 0.007, 87.484, 0.558
68.000, 99.812, 0.008, 87.444, 0.552
69.000, 99.884, 0.007, 87.560, 0.550
70.000, 99.832, 0.007, 87.200, 0.561
71.000, 99.856, 0.007, 87.500, 0.554
72.000, 99.844, 0.007, 87.376, 0.567
73.000, 99.864, 0.006, 87.600, 0.558
74.000, 99.880, 0.006, 87.312, 0.560
75.000, 99.908, 0.006, 87.404, 0.557
76.000, 99.904, 0.005, 87.512, 0.552
77.000, 99.904, 0.005, 87.444, 0.557
78.000, 99.912, 0.005, 87.544, 0.552
79.000, 99.912, 0.005, 87.396, 0.559
80.000, 99.916, 0.005, 87.628, 0.553
81.000, 99.924, 0.005, 87.316, 0.566
82.000, 99.940, 0.005, 87.640, 0.557
83.000, 99.952, 0.004, 87.704, 0.555
84.000, 99.940, 0.004, 87.676, 0.552
85.000, 99.952, 0.004, 87.728, 0.558
86.000, 99.956, 0.004, 87.588, 0.558
87.000, 99.952, 0.004, 87.608, 0.561
88.000, 99.936, 0.004, 87.560, 0.560
89.000, 99.940, 0.004, 87.524, 0.559
90.000, 99.956, 0.004, 87.688, 0.558
91.000, 99.944, 0.004, 87.656, 0.559
92.000, 99.956, 0.004, 87.580, 0.566
93.000, 99.928, 0.004, 87.652, 0.562
94.000, 99.940, 0.004, 87.548, 0.564
95.000, 99.928, 0.005, 87.544, 0.563
96.000, 99.952, 0.004, 87.584, 0.559
97.000, 99.956, 0.004, 87.748, 0.556
98.000, 99.948, 0.004, 87.512, 0.564
99.000, 99.972, 0.003, 87.852, 0.553
test accuracy: 88.210
firing rate of layers: 0.232, 0.083, 0.034, 0.083, 0.034, 0.294, 0.199, 0.079, 0.020, 0.079, 0.020, 0.290, 0.081, 0.102, 0.213, 0.118
Elapsed time: 3.0hour4.0minute51.1second
