architecture id: 31
model parameters: 71505768
epoch, train_acc, train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 8.925, 24.064, 4.449, 15.360, 37.250, 3.900
1.000, 18.906, 42.404, 3.691, 21.440, 45.770, 3.544
2.000, 24.099, 49.281, 3.382, 24.130, 48.930, 3.376
3.000, 27.417, 54.091, 3.174, 27.490, 53.580, 3.190
4.000, 30.562, 57.536, 3.003, 28.650, 54.430, 3.128
5.000, 33.135, 60.743, 2.856, 29.430, 54.860, 3.113
6.000, 35.815, 63.266, 2.717, 31.290, 56.890, 3.007
7.000, 38.349, 65.909, 2.594, 31.390, 58.140, 2.989
8.000, 40.448, 68.170, 2.481, 32.260, 58.370, 2.988
9.000, 42.813, 70.172, 2.368, 32.200, 58.600, 3.000
10.000, 44.713, 72.276, 2.264, 32.530, 57.920, 3.013
11.000, 46.846, 74.294, 2.162, 32.780, 58.810, 2.968
12.000, 49.293, 76.184, 2.054, 33.830, 59.860, 2.954
13.000, 51.067, 77.852, 1.965, 34.140, 59.670, 2.959
14.000, 53.066, 79.379, 1.874, 34.700, 60.200, 2.957
15.000, 55.188, 81.195, 1.780, 34.010, 59.280, 3.003
16.000, 56.883, 82.365, 1.704, 34.480, 60.500, 2.980
17.000, 58.671, 83.916, 1.623, 33.850, 59.550, 3.030
18.000, 60.804, 85.256, 1.535, 33.940, 59.150, 3.043
19.000, 62.403, 86.413, 1.460, 34.270, 60.130, 3.042
20.000, 64.247, 87.536, 1.388, 34.570, 60.160, 3.088
21.000, 66.106, 88.596, 1.313, 34.490, 60.230, 3.085
22.000, 67.386, 89.542, 1.260, 34.730, 60.200, 3.122
23.000, 69.450, 90.461, 1.187, 34.840, 59.730, 3.137
24.000, 70.699, 91.131, 1.134, 34.780, 59.910, 3.141
25.000, 72.006, 92.010, 1.078, 34.200, 59.670, 3.202
26.000, 73.672, 92.672, 1.019, 33.880, 59.770, 3.183
27.000, 74.885, 93.257, 0.971, 33.900, 59.450, 3.219
28.000, 76.300, 93.864, 0.919, 34.470, 59.650, 3.238
29.000, 77.315, 94.270, 0.883, 34.940, 59.680, 3.234
30.000, 78.486, 94.786, 0.836, 34.390, 59.410, 3.272
31.000, 79.558, 95.261, 0.792, 34.460, 59.520, 3.274
32.000, 80.636, 95.601, 0.756, 34.840, 59.990, 3.302
33.000, 81.399, 95.912, 0.725, 34.370, 59.850, 3.320
34.000, 82.688, 96.376, 0.681, 34.920, 59.370, 3.323
35.000, 83.365, 96.716, 0.651, 34.400, 59.410, 3.348
36.000, 84.304, 96.914, 0.623, 35.180, 59.740, 3.354
37.000, 84.889, 97.117, 0.597, 35.100, 59.800, 3.378
38.000, 85.697, 97.405, 0.567, 35.000, 59.630, 3.385
39.000, 86.336, 97.653, 0.543, 34.690, 59.690, 3.406
40.000, 87.031, 97.761, 0.521, 35.030, 59.980, 3.398
41.000, 87.504, 97.892, 0.503, 35.210, 60.010, 3.391
42.000, 88.102, 98.038, 0.483, 34.930, 59.640, 3.417
43.000, 88.677, 98.213, 0.458, 34.870, 59.550, 3.424
44.000, 89.418, 98.344, 0.438, 34.710, 59.640, 3.465
45.000, 89.795, 98.510, 0.423, 34.660, 59.660, 3.471
46.000, 90.058, 98.556, 0.411, 34.660, 59.240, 3.486
47.000, 90.698, 98.654, 0.390, 34.750, 59.590, 3.492
48.000, 91.101, 98.746, 0.374, 34.830, 60.200, 3.470
49.000, 91.481, 98.908, 0.359, 34.480, 59.750, 3.491
50.000, 91.790, 98.909, 0.350, 34.990, 60.310, 3.469
51.000, 92.147, 99.015, 0.336, 35.130, 59.760, 3.517
52.000, 92.428, 99.088, 0.327, 36.250, 60.240, 3.502
53.000, 92.869, 99.116, 0.311, 35.510, 59.890, 3.516
54.000, 93.146, 99.210, 0.302, 35.490, 60.030, 3.531
55.000, 93.228, 99.187, 0.297, 35.610, 60.460, 3.493
56.000, 93.537, 99.242, 0.289, 35.460, 59.930, 3.535
57.000, 93.674, 99.272, 0.280, 35.000, 60.280, 3.512
58.000, 93.792, 99.278, 0.275, 34.970, 59.740, 3.532
59.000, 94.169, 99.379, 0.263, 35.660, 60.070, 3.523
60.000, 94.453, 99.402, 0.253, 36.010, 60.100, 3.534
61.000, 94.610, 99.421, 0.249, 34.850, 59.810, 3.563
62.000, 94.886, 99.454, 0.238, 35.100, 59.660, 3.539
63.000, 94.922, 99.476, 0.236, 35.380, 59.910, 3.554
64.000, 94.946, 99.505, 0.234, 35.730, 60.350, 3.551
65.000, 95.274, 99.494, 0.225, 35.820, 60.360, 3.538
66.000, 95.227, 99.534, 0.225, 35.700, 60.150, 3.534
67.000, 95.529, 99.542, 0.216, 36.090, 60.500, 3.534
68.000, 95.567, 99.555, 0.212, 36.260, 60.100, 3.555
69.000, 95.754, 99.587, 0.207, 35.780, 60.590, 3.553
70.000, 95.745, 99.613, 0.205, 35.940, 60.810, 3.534
71.000, 95.895, 99.614, 0.200, 35.840, 60.830, 3.550
72.000, 96.026, 99.647, 0.195, 36.220, 60.650, 3.534
73.000, 96.135, 99.665, 0.191, 36.000, 60.570, 3.553
74.000, 96.028, 99.628, 0.193, 36.260, 60.750, 3.540
75.000, 96.386, 99.688, 0.185, 36.180, 60.810, 3.535
76.000, 96.508, 99.720, 0.181, 35.850, 60.520, 3.561
77.000, 96.364, 99.733, 0.182, 36.510, 60.880, 3.515
78.000, 96.391, 99.691, 0.182, 36.220, 60.380, 3.572
79.000, 96.604, 99.735, 0.175, 36.120, 60.780, 3.566
80.000, 96.689, 99.708, 0.174, 35.930, 60.560, 3.561
81.000, 96.574, 99.730, 0.175, 36.170, 60.370, 3.529
82.000, 96.669, 99.735, 0.171, 35.690, 60.930, 3.573
83.000, 96.610, 99.730, 0.173, 35.980, 60.350, 3.576
84.000, 96.622, 99.709, 0.171, 36.000, 60.640, 3.542
85.000, 96.853, 99.700, 0.167, 36.210, 60.970, 3.550
86.000, 96.929, 99.736, 0.165, 36.440, 60.570, 3.558
87.000, 96.806, 99.755, 0.166, 36.570, 61.370, 3.531
88.000, 96.830, 99.750, 0.165, 35.990, 60.850, 3.590
89.000, 96.898, 99.746, 0.164, 37.010, 60.360, 3.555
90.000, 96.867, 99.777, 0.162, 36.420, 60.890, 3.559
91.000, 96.916, 99.763, 0.163, 35.940, 60.270, 3.577
92.000, 96.913, 99.733, 0.162, 36.410, 60.170, 3.553
93.000, 96.994, 99.774, 0.161, 36.130, 61.080, 3.550
94.000, 96.969, 99.763, 0.162, 36.010, 60.520, 3.585
95.000, 96.986, 99.772, 0.160, 36.420, 60.370, 3.558
96.000, 96.995, 99.743, 0.161, 35.840, 60.630, 3.573
97.000, 97.034, 99.765, 0.159, 36.100, 61.360, 3.535
98.000, 97.019, 99.755, 0.161, 36.150, 60.630, 3.551
99.000, 96.931, 99.766, 0.161, 35.770, 60.810, 3.543
test top1: 36.480, test tpo5: 60.5
firing rate of layers: -1.000, -1.000, -1.000, -1.000, -1.000, -1.000, -1.000, -1.000, -1.000, -1.000, -1.000, -1.000, 0.124, 0.052, 0.101, 0.100
Elapsed time: 2.0hour53.0minute27.6second
