architecture id: 10939
model parameters: 75934056
epoch, train_acc,train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 8.574, 24.118, 4.422, 16.220, 39.620, 3.803
1.000, 20.174, 45.287, 3.559, 22.700, 48.470, 3.403
2.000, 27.179, 54.195, 3.157, 28.780, 55.610, 3.090
3.000, 32.690, 60.596, 2.859, 29.660, 57.060, 3.026
4.000, 37.338, 65.500, 2.617, 35.280, 62.340, 2.764
5.000, 41.755, 69.883, 2.396, 37.380, 64.660, 2.655
6.000, 45.749, 73.283, 2.205, 39.300, 66.610, 2.566
7.000, 49.163, 76.345, 2.032, 40.340, 67.990, 2.501
8.000, 52.670, 79.165, 1.881, 42.270, 68.590, 2.444
9.000, 56.241, 81.834, 1.719, 42.330, 69.180, 2.466
10.000, 59.125, 83.829, 1.588, 43.770, 70.500, 2.403
11.000, 62.268, 86.141, 1.449, 44.010, 70.020, 2.412
12.000, 65.245, 87.953, 1.328, 44.880, 71.220, 2.374
13.000, 68.133, 89.829, 1.207, 45.120, 70.400, 2.419
14.000, 71.127, 91.442, 1.091, 45.540, 71.660, 2.382
15.000, 73.703, 92.758, 0.991, 45.190, 71.040, 2.419
16.000, 76.340, 94.037, 0.893, 45.580, 70.930, 2.470
17.000, 78.606, 94.952, 0.806, 46.390, 71.650, 2.432
18.000, 80.564, 95.910, 0.729, 46.120, 71.150, 2.479
19.000, 82.771, 96.504, 0.657, 47.280, 71.890, 2.443
20.000, 84.476, 97.110, 0.593, 46.910, 71.390, 2.495
21.000, 86.154, 97.698, 0.533, 46.720, 71.370, 2.523
22.000, 87.670, 98.094, 0.481, 47.230, 71.770, 2.499
23.000, 88.813, 98.390, 0.438, 47.280, 71.870, 2.529
24.000, 89.946, 98.678, 0.398, 47.480, 72.450, 2.514
25.000, 90.989, 98.960, 0.359, 47.330, 72.100, 2.542
26.000, 91.920, 99.107, 0.328, 47.490, 72.230, 2.553
27.000, 92.590, 99.258, 0.302, 47.420, 71.810, 2.556
28.000, 93.195, 99.383, 0.278, 47.930, 72.770, 2.542
29.000, 93.756, 99.467, 0.257, 48.160, 72.830, 2.528
30.000, 94.569, 99.553, 0.231, 48.500, 72.860, 2.564
31.000, 95.020, 99.589, 0.215, 48.150, 72.530, 2.602
32.000, 95.490, 99.646, 0.199, 48.670, 73.170, 2.594
33.000, 95.862, 99.710, 0.184, 48.490, 73.120, 2.579
34.000, 96.200, 99.741, 0.172, 48.950, 73.060, 2.582
35.000, 96.420, 99.772, 0.162, 48.220, 72.650, 2.594
36.000, 96.636, 99.789, 0.155, 48.600, 72.730, 2.603
37.000, 97.016, 99.831, 0.140, 48.320, 73.780, 2.618
38.000, 97.230, 99.858, 0.132, 48.820, 72.810, 2.634
39.000, 97.384, 99.865, 0.124, 48.420, 73.240, 2.641
40.000, 97.644, 99.883, 0.117, 49.030, 73.600, 2.622
41.000, 97.775, 99.888, 0.110, 48.640, 73.460, 2.639
42.000, 98.034, 99.905, 0.103, 49.280, 73.560, 2.616
43.000, 98.105, 99.918, 0.097, 48.820, 73.490, 2.638
44.000, 98.244, 99.928, 0.094, 48.900, 73.210, 2.678
45.000, 98.341, 99.944, 0.088, 48.630, 73.650, 2.666
46.000, 98.450, 99.935, 0.084, 48.770, 73.330, 2.655
47.000, 98.576, 99.944, 0.079, 49.480, 73.450, 2.669
48.000, 98.589, 99.953, 0.077, 49.440, 73.640, 2.654
49.000, 98.766, 99.959, 0.072, 49.560, 73.640, 2.659
50.000, 98.819, 99.954, 0.071, 49.770, 73.690, 2.654
51.000, 98.902, 99.971, 0.065, 49.180, 73.970, 2.656
52.000, 98.953, 99.970, 0.063, 49.780, 74.180, 2.650
53.000, 99.001, 99.974, 0.061, 49.990, 73.820, 2.671
54.000, 99.032, 99.958, 0.059, 49.670, 74.400, 2.645
55.000, 99.101, 99.968, 0.056, 49.910, 73.870, 2.649
56.000, 99.122, 99.969, 0.055, 49.870, 74.150, 2.651
57.000, 99.148, 99.968, 0.054, 50.580, 74.070, 2.641
58.000, 99.230, 99.980, 0.051, 49.830, 74.040, 2.676
59.000, 99.286, 99.986, 0.049, 49.900, 74.360, 2.659
60.000, 99.279, 99.980, 0.048, 50.180, 74.310, 2.658
61.000, 99.295, 99.993, 0.047, 50.230, 74.220, 2.674
62.000, 99.324, 99.983, 0.045, 50.550, 74.190, 2.666
63.000, 99.358, 99.987, 0.045, 49.640, 74.260, 2.659
64.000, 99.404, 99.986, 0.042, 50.440, 74.800, 2.642
65.000, 99.403, 99.992, 0.042, 50.120, 74.120, 2.658
66.000, 99.438, 99.987, 0.041, 49.910, 74.480, 2.646
67.000, 99.443, 99.984, 0.040, 50.450, 74.350, 2.642
68.000, 99.521, 99.992, 0.038, 50.470, 74.470, 2.653
69.000, 99.462, 99.990, 0.039, 50.020, 73.880, 2.677
70.000, 99.512, 99.993, 0.037, 50.490, 74.210, 2.671
71.000, 99.472, 99.991, 0.037, 50.500, 74.220, 2.663
72.000, 99.524, 99.989, 0.036, 50.330, 74.320, 2.684
73.000, 99.542, 99.993, 0.035, 50.350, 74.360, 2.664
74.000, 99.547, 99.991, 0.035, 50.470, 74.600, 2.653
75.000, 99.585, 99.992, 0.034, 50.450, 74.170, 2.671
76.000, 99.595, 99.994, 0.034, 50.700, 74.790, 2.656
77.000, 99.623, 99.996, 0.033, 50.530, 73.950, 2.685
78.000, 99.584, 99.993, 0.032, 50.450, 74.610, 2.665
79.000, 99.607, 99.997, 0.032, 50.120, 74.180, 2.674
80.000, 99.576, 99.994, 0.032, 50.450, 74.540, 2.679
81.000, 99.627, 99.994, 0.031, 50.470, 74.450, 2.661
82.000, 99.647, 99.995, 0.031, 50.790, 74.630, 2.672
83.000, 99.624, 99.993, 0.031, 50.640, 74.110, 2.664
84.000, 99.651, 99.994, 0.030, 50.450, 74.530, 2.683
85.000, 99.632, 99.991, 0.031, 50.360, 74.320, 2.681
86.000, 99.632, 99.995, 0.030, 51.020, 74.620, 2.677
87.000, 99.655, 99.995, 0.029, 50.330, 74.640, 2.660
88.000, 99.649, 99.995, 0.030, 50.650, 74.500, 2.674
89.000, 99.669, 99.995, 0.030, 50.800, 74.210, 2.658
90.000, 99.665, 99.996, 0.030, 50.640, 74.460, 2.663
91.000, 99.677, 99.996, 0.030, 50.560, 74.740, 2.668
92.000, 99.673, 99.997, 0.029, 50.450, 74.540, 2.676
93.000, 99.670, 99.996, 0.029, 50.740, 74.380, 2.682
94.000, 99.665, 99.994, 0.029, 50.570, 74.600, 2.648
95.000, 99.655, 99.995, 0.030, 50.470, 74.510, 2.677
96.000, 99.664, 99.994, 0.029, 50.840, 74.920, 2.655
97.000, 99.713, 99.994, 0.028, 50.940, 74.010, 2.679
98.000, 99.679, 99.996, 0.029, 50.270, 74.170, 2.696
99.000, 99.663, 99.995, 0.029, 50.890, 74.380, 2.673
test top1: 50.460, test tpo5: 74.8
firing rate of layers: 0.067, 0.341, 0.153, 0.341, 0.153, 0.131, 0.051, 0.183, 0.133, 0.183, 0.133, 0.083, 0.139, 0.068, 0.111, 0.166
Elapsed time: 9.0hour59.0minute16.9second
