architecture id: 6120
model parameters: 20131812
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 22.840, 2.080, 32.604, 1.851
1.000, 39.336, 1.638, 34.632, 2.035
2.000, 50.576, 1.351, 47.956, 1.556
3.000, 57.116, 1.184, 54.732, 1.298
4.000, 62.320, 1.047, 61.968, 1.067
5.000, 65.772, 0.961, 65.896, 0.957
6.000, 68.540, 0.881, 66.348, 0.946
7.000, 70.588, 0.817, 69.180, 0.873
8.000, 73.160, 0.756, 69.600, 0.853
9.000, 75.128, 0.706, 71.128, 0.819
10.000, 76.072, 0.673, 73.604, 0.752
11.000, 77.536, 0.627, 73.712, 0.749
12.000, 78.940, 0.596, 75.324, 0.706
13.000, 80.480, 0.556, 75.372, 0.714
14.000, 81.192, 0.536, 76.492, 0.672
15.000, 82.516, 0.500, 76.812, 0.677
16.000, 83.116, 0.479, 76.184, 0.687
17.000, 83.992, 0.454, 77.600, 0.657
18.000, 84.612, 0.431, 76.860, 0.684
19.000, 85.860, 0.409, 78.664, 0.622
20.000, 86.228, 0.393, 77.680, 0.654
21.000, 87.248, 0.373, 78.244, 0.678
22.000, 87.888, 0.351, 80.360, 0.589
23.000, 88.276, 0.334, 79.052, 0.624
24.000, 88.900, 0.318, 80.896, 0.567
25.000, 89.648, 0.299, 80.096, 0.602
26.000, 89.776, 0.294, 81.280, 0.574
27.000, 90.760, 0.269, 81.724, 0.551
28.000, 90.792, 0.265, 80.328, 0.618
29.000, 91.672, 0.241, 81.860, 0.568
30.000, 91.868, 0.236, 81.436, 0.587
31.000, 92.508, 0.223, 81.248, 0.595
32.000, 92.756, 0.207, 81.728, 0.576
33.000, 92.984, 0.207, 81.116, 0.595
34.000, 93.352, 0.193, 82.656, 0.545
35.000, 93.684, 0.187, 81.616, 0.582
36.000, 93.992, 0.176, 82.600, 0.556
37.000, 94.672, 0.164, 83.240, 0.536
38.000, 94.648, 0.160, 82.728, 0.563
39.000, 94.808, 0.151, 83.020, 0.556
40.000, 95.168, 0.144, 83.096, 0.549
41.000, 95.552, 0.133, 83.504, 0.546
42.000, 95.824, 0.128, 83.484, 0.537
43.000, 96.012, 0.122, 83.332, 0.557
44.000, 96.208, 0.117, 81.452, 0.641
45.000, 96.520, 0.111, 83.412, 0.552
46.000, 96.752, 0.103, 83.404, 0.554
47.000, 97.008, 0.096, 83.228, 0.572
48.000, 96.860, 0.097, 83.944, 0.545
49.000, 97.012, 0.094, 84.184, 0.539
50.000, 97.224, 0.089, 84.380, 0.542
51.000, 97.360, 0.084, 83.972, 0.554
52.000, 97.676, 0.079, 84.188, 0.558
53.000, 97.892, 0.073, 84.436, 0.543
54.000, 97.836, 0.071, 84.528, 0.543
55.000, 98.052, 0.066, 84.200, 0.552
56.000, 98.308, 0.061, 84.752, 0.552
57.000, 98.148, 0.063, 84.864, 0.542
58.000, 98.464, 0.056, 84.664, 0.543
59.000, 98.456, 0.055, 84.916, 0.535
60.000, 98.552, 0.056, 84.812, 0.546
61.000, 98.648, 0.053, 84.516, 0.566
62.000, 98.588, 0.051, 85.016, 0.542
63.000, 98.704, 0.048, 84.740, 0.547
64.000, 98.868, 0.044, 84.856, 0.557
65.000, 98.824, 0.045, 84.952, 0.559
66.000, 98.892, 0.043, 85.128, 0.548
67.000, 99.100, 0.037, 85.212, 0.552
68.000, 99.112, 0.037, 85.172, 0.547
69.000, 99.012, 0.038, 85.092, 0.556
70.000, 99.156, 0.035, 85.196, 0.557
71.000, 99.176, 0.034, 84.956, 0.559
72.000, 99.204, 0.034, 85.096, 0.554
73.000, 99.116, 0.034, 85.148, 0.558
74.000, 99.260, 0.032, 85.204, 0.554
75.000, 99.332, 0.030, 85.420, 0.555
76.000, 99.324, 0.031, 85.300, 0.554
77.000, 99.296, 0.031, 85.528, 0.547
78.000, 99.348, 0.029, 85.420, 0.551
79.000, 99.320, 0.029, 85.272, 0.559
80.000, 99.496, 0.026, 85.472, 0.549
81.000, 99.332, 0.029, 85.360, 0.560
82.000, 99.476, 0.026, 85.328, 0.555
83.000, 99.452, 0.026, 85.652, 0.552
84.000, 99.332, 0.029, 85.436, 0.554
85.000, 99.540, 0.024, 85.256, 0.547
86.000, 99.480, 0.026, 85.388, 0.553
87.000, 99.556, 0.024, 85.464, 0.560
88.000, 99.384, 0.027, 85.288, 0.554
89.000, 99.496, 0.024, 85.404, 0.555
90.000, 99.468, 0.025, 85.352, 0.562
91.000, 99.500, 0.025, 85.608, 0.551
92.000, 99.440, 0.025, 85.540, 0.552
93.000, 99.552, 0.024, 85.424, 0.558
94.000, 99.552, 0.024, 85.468, 0.558
95.000, 99.508, 0.023, 85.576, 0.549
96.000, 99.516, 0.024, 85.500, 0.548
97.000, 99.520, 0.024, 85.544, 0.553
98.000, 99.576, 0.023, 85.580, 0.556
99.000, 99.468, 0.024, 85.732, 0.548
test accuracy: 85.770
firing rate of layers: -1.000, 0.083, 0.000, 0.083, 0.000, -1.000, -1.000, 0.048, 0.000, 0.048, 0.000, -1.000, 0.082, 0.096, 0.189, 0.046
Elapsed time: 2.0hour18.0minute0.4second
