architecture id: 7767
model parameters: 20869860
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 25.292, 1.972, 31.080, 1.934
1.000, 45.480, 1.476, 48.520, 1.412
2.000, 53.880, 1.268, 56.140, 1.235
3.000, 59.376, 1.128, 54.448, 1.305
4.000, 64.024, 1.002, 63.064, 1.047
5.000, 67.080, 0.919, 65.508, 0.978
6.000, 69.904, 0.839, 66.336, 0.976
7.000, 72.248, 0.778, 70.964, 0.818
8.000, 74.064, 0.725, 73.632, 0.751
9.000, 76.440, 0.669, 69.996, 0.875
10.000, 78.320, 0.614, 69.904, 0.849
11.000, 79.780, 0.580, 75.872, 0.694
12.000, 80.860, 0.540, 75.136, 0.725
13.000, 81.892, 0.512, 76.444, 0.686
14.000, 83.300, 0.475, 78.736, 0.616
15.000, 84.428, 0.441, 77.336, 0.667
16.000, 85.568, 0.416, 78.008, 0.653
17.000, 86.716, 0.387, 78.344, 0.666
18.000, 86.892, 0.373, 79.416, 0.604
19.000, 88.172, 0.338, 79.760, 0.597
20.000, 88.780, 0.323, 80.576, 0.596
21.000, 89.280, 0.303, 79.516, 0.620
22.000, 89.852, 0.288, 80.420, 0.589
23.000, 90.580, 0.269, 78.912, 0.654
24.000, 91.600, 0.245, 81.000, 0.597
25.000, 91.980, 0.232, 80.444, 0.611
26.000, 92.320, 0.219, 83.160, 0.520
27.000, 93.208, 0.202, 82.368, 0.569
28.000, 93.572, 0.185, 81.712, 0.620
29.000, 94.184, 0.172, 83.660, 0.532
30.000, 94.132, 0.168, 83.272, 0.540
31.000, 94.776, 0.154, 83.688, 0.542
32.000, 95.124, 0.143, 82.352, 0.598
33.000, 95.360, 0.133, 83.232, 0.575
34.000, 95.828, 0.123, 84.084, 0.547
35.000, 96.360, 0.108, 83.572, 0.580
36.000, 96.048, 0.115, 83.616, 0.571
37.000, 96.396, 0.104, 84.320, 0.540
38.000, 96.960, 0.092, 84.944, 0.531
39.000, 96.996, 0.092, 83.628, 0.574
40.000, 97.160, 0.084, 84.288, 0.561
41.000, 97.572, 0.074, 84.524, 0.567
42.000, 97.804, 0.069, 84.192, 0.586
43.000, 97.716, 0.069, 84.792, 0.561
44.000, 98.084, 0.059, 85.428, 0.561
45.000, 98.468, 0.049, 84.840, 0.591
46.000, 98.604, 0.046, 84.528, 0.602
47.000, 98.592, 0.046, 84.736, 0.601
48.000, 98.680, 0.043, 85.564, 0.554
49.000, 98.764, 0.040, 85.360, 0.573
50.000, 98.780, 0.039, 85.820, 0.548
51.000, 98.912, 0.036, 85.288, 0.588
52.000, 99.052, 0.031, 85.956, 0.564
53.000, 99.160, 0.030, 85.632, 0.564
54.000, 99.128, 0.029, 85.808, 0.559
55.000, 99.328, 0.026, 85.372, 0.599
56.000, 99.408, 0.022, 86.016, 0.563
57.000, 99.464, 0.021, 86.348, 0.563
58.000, 99.464, 0.019, 86.680, 0.552
59.000, 99.596, 0.016, 86.500, 0.557
60.000, 99.616, 0.017, 86.216, 0.571
61.000, 99.604, 0.017, 86.540, 0.570
62.000, 99.636, 0.016, 86.548, 0.564
63.000, 99.676, 0.015, 86.600, 0.562
64.000, 99.764, 0.012, 86.664, 0.562
65.000, 99.784, 0.011, 86.808, 0.566
66.000, 99.784, 0.010, 86.536, 0.582
67.000, 99.740, 0.011, 86.960, 0.561
68.000, 99.828, 0.009, 86.692, 0.575
69.000, 99.812, 0.009, 86.968, 0.570
70.000, 99.856, 0.008, 86.788, 0.577
71.000, 99.828, 0.008, 87.028, 0.562
72.000, 99.832, 0.009, 87.132, 0.568
73.000, 99.904, 0.007, 86.876, 0.570
74.000, 99.880, 0.007, 86.892, 0.570
75.000, 99.876, 0.008, 87.200, 0.576
76.000, 99.884, 0.006, 87.012, 0.561
77.000, 99.920, 0.007, 87.120, 0.572
78.000, 99.900, 0.007, 86.948, 0.575
79.000, 99.932, 0.006, 86.888, 0.578
80.000, 99.880, 0.006, 86.980, 0.584
81.000, 99.932, 0.006, 87.064, 0.577
82.000, 99.924, 0.005, 87.092, 0.580
83.000, 99.896, 0.006, 86.984, 0.586
84.000, 99.908, 0.006, 87.208, 0.569
85.000, 99.940, 0.006, 87.240, 0.579
86.000, 99.912, 0.005, 86.980, 0.588
87.000, 99.928, 0.005, 87.400, 0.574
88.000, 99.936, 0.005, 87.096, 0.577
89.000, 99.940, 0.005, 87.116, 0.573
90.000, 99.896, 0.006, 87.196, 0.579
91.000, 99.924, 0.005, 87.084, 0.585
92.000, 99.940, 0.005, 87.032, 0.573
93.000, 99.940, 0.005, 87.292, 0.568
94.000, 99.936, 0.005, 87.324, 0.568
95.000, 99.936, 0.005, 87.272, 0.579
96.000, 99.956, 0.004, 87.084, 0.568
97.000, 99.936, 0.005, 87.264, 0.582
98.000, 99.920, 0.005, 87.220, 0.576
99.000, 99.952, 0.004, 87.156, 0.578
test accuracy: 87.600
firing rate of layers: 0.191, 0.063, 0.217, -1.000, 0.217, 0.278, 0.166, 0.058, 0.224, -1.000, 0.224, 0.282, 0.064, 0.089, 0.209, 0.172
Elapsed time: 2.0hour39.0minute19.7second
