architecture id: 12966
model parameters: 20131812
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 25.640, 1.996, 38.776, 1.630
1.000, 45.492, 1.471, 42.428, 1.783
2.000, 54.076, 1.256, 56.836, 1.206
3.000, 60.644, 1.101, 59.968, 1.126
4.000, 64.572, 0.985, 63.508, 1.037
5.000, 67.948, 0.899, 68.248, 0.887
6.000, 70.780, 0.822, 68.672, 0.883
7.000, 73.428, 0.757, 66.412, 0.975
8.000, 75.108, 0.699, 67.692, 0.926
9.000, 76.672, 0.658, 71.084, 0.823
10.000, 77.976, 0.623, 74.640, 0.733
11.000, 80.064, 0.565, 75.844, 0.687
12.000, 81.448, 0.528, 76.660, 0.666
13.000, 82.240, 0.501, 77.024, 0.657
14.000, 83.424, 0.470, 78.288, 0.643
15.000, 84.660, 0.437, 79.856, 0.585
16.000, 85.632, 0.408, 79.324, 0.609
17.000, 86.348, 0.389, 79.276, 0.614
18.000, 87.372, 0.360, 80.716, 0.573
19.000, 88.360, 0.338, 80.572, 0.573
20.000, 88.948, 0.317, 80.172, 0.606
21.000, 89.380, 0.299, 81.152, 0.577
22.000, 90.228, 0.279, 81.808, 0.545
23.000, 90.980, 0.260, 82.124, 0.543
24.000, 91.576, 0.241, 82.108, 0.551
25.000, 92.280, 0.225, 82.672, 0.534
26.000, 92.704, 0.214, 82.276, 0.559
27.000, 93.236, 0.197, 82.748, 0.551
28.000, 93.684, 0.185, 81.936, 0.579
29.000, 94.008, 0.179, 83.452, 0.538
30.000, 94.264, 0.169, 83.312, 0.541
31.000, 94.788, 0.150, 79.612, 0.720
32.000, 95.284, 0.139, 83.836, 0.541
33.000, 95.356, 0.134, 83.600, 0.546
34.000, 95.820, 0.122, 83.540, 0.549
35.000, 96.244, 0.114, 84.080, 0.548
36.000, 96.248, 0.110, 84.800, 0.527
37.000, 96.652, 0.097, 84.492, 0.543
38.000, 97.008, 0.089, 84.032, 0.568
39.000, 97.176, 0.085, 84.892, 0.519
40.000, 97.408, 0.079, 84.748, 0.540
41.000, 97.512, 0.075, 84.712, 0.548
42.000, 97.780, 0.069, 85.064, 0.536
43.000, 98.044, 0.064, 85.068, 0.533
44.000, 98.124, 0.061, 84.992, 0.547
45.000, 98.324, 0.055, 85.612, 0.525
46.000, 98.224, 0.054, 85.224, 0.560
47.000, 98.448, 0.051, 85.196, 0.548
48.000, 98.464, 0.048, 85.680, 0.541
49.000, 98.724, 0.044, 85.600, 0.544
50.000, 98.848, 0.039, 86.512, 0.515
51.000, 99.064, 0.034, 85.624, 0.555
52.000, 99.152, 0.031, 86.476, 0.523
53.000, 99.144, 0.030, 85.872, 0.558
54.000, 99.268, 0.028, 86.100, 0.537
55.000, 99.184, 0.027, 86.160, 0.542
56.000, 99.312, 0.025, 86.240, 0.544
57.000, 99.292, 0.025, 86.708, 0.530
58.000, 99.348, 0.023, 86.452, 0.532
59.000, 99.600, 0.018, 86.768, 0.543
60.000, 99.584, 0.018, 86.732, 0.539
61.000, 99.588, 0.017, 86.644, 0.540
62.000, 99.532, 0.017, 86.676, 0.544
63.000, 99.556, 0.017, 86.780, 0.544
64.000, 99.676, 0.015, 86.808, 0.534
65.000, 99.728, 0.013, 86.804, 0.551
66.000, 99.736, 0.012, 86.512, 0.565
67.000, 99.772, 0.012, 86.560, 0.560
68.000, 99.804, 0.011, 86.852, 0.553
69.000, 99.764, 0.011, 86.968, 0.558
70.000, 99.824, 0.010, 87.072, 0.546
71.000, 99.784, 0.011, 86.912, 0.545
72.000, 99.840, 0.010, 86.928, 0.551
73.000, 99.816, 0.009, 86.952, 0.549
74.000, 99.828, 0.009, 87.096, 0.546
75.000, 99.916, 0.007, 86.984, 0.549
76.000, 99.844, 0.008, 87.172, 0.543
77.000, 99.816, 0.008, 87.052, 0.559
78.000, 99.808, 0.008, 87.100, 0.558
79.000, 99.880, 0.007, 87.168, 0.552
80.000, 99.856, 0.008, 87.112, 0.550
81.000, 99.872, 0.007, 87.052, 0.553
82.000, 99.916, 0.007, 87.152, 0.550
83.000, 99.904, 0.006, 86.952, 0.558
84.000, 99.900, 0.006, 87.272, 0.549
85.000, 99.860, 0.007, 87.028, 0.559
86.000, 99.908, 0.006, 87.168, 0.547
87.000, 99.928, 0.006, 87.036, 0.563
88.000, 99.928, 0.006, 87.108, 0.555
89.000, 99.900, 0.006, 87.172, 0.553
90.000, 99.900, 0.006, 87.220, 0.549
91.000, 99.956, 0.005, 87.008, 0.554
92.000, 99.924, 0.005, 87.308, 0.549
93.000, 99.944, 0.005, 87.260, 0.553
94.000, 99.924, 0.005, 87.140, 0.553
95.000, 99.916, 0.006, 87.288, 0.549
96.000, 99.928, 0.005, 86.936, 0.566
97.000, 99.880, 0.006, 87.368, 0.551
98.000, 99.900, 0.006, 87.040, 0.551
99.000, 99.936, 0.006, 87.156, 0.550
test accuracy: 87.580
firing rate of layers: -1.000, 0.130, 0.130, 0.130, -1.000, 0.077, -1.000, 0.081, 0.081, 0.081, -1.000, 0.066, 0.072, 0.098, 0.209, 0.099
Elapsed time: 2.0hour17.0minute17.9second
