architecture id: 14563
model parameters: 20869860
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 19.208, 2.170, 27.776, 1.986
1.000, 37.084, 1.690, 42.008, 1.594
2.000, 50.588, 1.359, 48.744, 1.425
3.000, 57.368, 1.175, 53.216, 1.342
4.000, 62.376, 1.047, 62.052, 1.069
5.000, 66.428, 0.933, 62.088, 1.087
6.000, 69.496, 0.858, 68.280, 0.896
7.000, 71.804, 0.788, 68.168, 0.924
8.000, 74.156, 0.730, 67.160, 0.968
9.000, 75.836, 0.681, 73.340, 0.766
10.000, 77.720, 0.634, 72.676, 0.795
11.000, 79.320, 0.591, 76.028, 0.689
12.000, 80.624, 0.550, 73.612, 0.775
13.000, 81.632, 0.518, 76.544, 0.683
14.000, 82.920, 0.485, 76.616, 0.688
15.000, 84.068, 0.451, 78.856, 0.620
16.000, 85.456, 0.419, 80.344, 0.581
17.000, 86.016, 0.394, 77.976, 0.664
18.000, 87.088, 0.372, 78.520, 0.643
19.000, 87.656, 0.354, 80.580, 0.594
20.000, 88.220, 0.333, 79.592, 0.608
21.000, 89.428, 0.308, 78.332, 0.664
22.000, 89.864, 0.290, 77.988, 0.696
23.000, 90.664, 0.269, 81.512, 0.582
24.000, 90.464, 0.268, 77.308, 0.730
25.000, 91.552, 0.244, 80.000, 0.644
26.000, 92.000, 0.232, 80.992, 0.605
27.000, 92.856, 0.209, 82.896, 0.532
28.000, 93.048, 0.201, 81.604, 0.598
29.000, 93.696, 0.183, 82.560, 0.567
30.000, 93.804, 0.178, 81.416, 0.615
31.000, 94.424, 0.165, 81.096, 0.622
32.000, 94.368, 0.160, 82.708, 0.567
33.000, 95.272, 0.141, 82.368, 0.587
34.000, 95.628, 0.131, 82.456, 0.614
35.000, 95.772, 0.123, 83.984, 0.543
36.000, 96.672, 0.103, 82.468, 0.633
37.000, 96.544, 0.103, 83.764, 0.585
38.000, 96.780, 0.097, 82.928, 0.634
39.000, 96.968, 0.089, 84.352, 0.570
40.000, 97.348, 0.080, 84.104, 0.579
41.000, 97.736, 0.071, 84.564, 0.565
42.000, 97.800, 0.067, 84.412, 0.582
43.000, 97.884, 0.066, 85.080, 0.547
44.000, 98.320, 0.054, 85.408, 0.559
45.000, 98.296, 0.054, 84.616, 0.590
46.000, 98.388, 0.052, 84.812, 0.580
47.000, 98.596, 0.046, 83.256, 0.689
48.000, 98.704, 0.041, 85.060, 0.588
49.000, 98.924, 0.037, 85.144, 0.568
50.000, 98.936, 0.035, 84.996, 0.613
51.000, 99.012, 0.033, 84.940, 0.611
52.000, 99.296, 0.026, 86.156, 0.554
53.000, 99.128, 0.029, 85.388, 0.581
54.000, 99.328, 0.025, 86.368, 0.552
55.000, 99.348, 0.025, 85.880, 0.581
56.000, 99.496, 0.020, 86.104, 0.571
57.000, 99.560, 0.018, 86.352, 0.564
58.000, 99.600, 0.016, 86.124, 0.573
59.000, 99.660, 0.014, 85.960, 0.591
60.000, 99.660, 0.014, 86.432, 0.573
61.000, 99.696, 0.014, 86.284, 0.569
62.000, 99.724, 0.012, 86.824, 0.557
63.000, 99.716, 0.012, 86.160, 0.576
64.000, 99.752, 0.012, 86.584, 0.576
65.000, 99.764, 0.011, 86.608, 0.570
66.000, 99.848, 0.009, 86.688, 0.571
67.000, 99.828, 0.010, 86.628, 0.579
68.000, 99.844, 0.009, 86.892, 0.570
69.000, 99.928, 0.007, 86.768, 0.573
70.000, 99.888, 0.007, 86.496, 0.569
71.000, 99.880, 0.007, 86.952, 0.564
72.000, 99.916, 0.006, 87.000, 0.560
73.000, 99.876, 0.007, 86.616, 0.583
74.000, 99.896, 0.007, 86.776, 0.572
75.000, 99.940, 0.006, 86.984, 0.565
76.000, 99.932, 0.006, 86.932, 0.573
77.000, 99.920, 0.006, 87.232, 0.559
78.000, 99.904, 0.006, 86.992, 0.566
79.000, 99.936, 0.006, 86.788, 0.575
80.000, 99.928, 0.005, 86.992, 0.568
81.000, 99.920, 0.005, 86.960, 0.575
82.000, 99.944, 0.005, 87.124, 0.566
83.000, 99.936, 0.005, 87.104, 0.569
84.000, 99.900, 0.006, 86.856, 0.573
85.000, 99.948, 0.005, 86.988, 0.572
86.000, 99.948, 0.005, 87.156, 0.564
87.000, 99.932, 0.005, 87.180, 0.566
88.000, 99.956, 0.005, 87.084, 0.566
89.000, 99.948, 0.005, 87.200, 0.562
90.000, 99.924, 0.005, 86.984, 0.574
91.000, 99.924, 0.005, 86.916, 0.569
92.000, 99.968, 0.005, 87.208, 0.562
93.000, 99.944, 0.005, 87.072, 0.568
94.000, 99.960, 0.004, 87.148, 0.567
95.000, 99.964, 0.005, 87.072, 0.564
96.000, 99.940, 0.005, 87.296, 0.561
97.000, 99.948, 0.005, 87.252, 0.563
98.000, 99.980, 0.004, 87.196, 0.566
99.000, 99.940, 0.004, 87.120, 0.565
test accuracy: 87.310
firing rate of layers: 0.072, 0.212, -1.000, 0.212, 0.031, 0.060, 0.064, 0.190, -1.000, 0.190, 0.040, 0.064, 0.070, 0.113, 0.251, 0.110
Elapsed time: 2.0hour19.0minute45.3second
