architecture id: 9852
model parameters: 20131812
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 24.168, 2.038, 30.048, 1.987
1.000, 42.936, 1.520, 49.112, 1.392
2.000, 54.212, 1.265, 55.108, 1.253
3.000, 60.084, 1.096, 58.440, 1.171
4.000, 65.008, 0.979, 62.556, 1.034
5.000, 67.984, 0.893, 66.240, 0.972
6.000, 70.852, 0.817, 67.704, 0.917
7.000, 73.028, 0.759, 69.820, 0.861
8.000, 74.940, 0.708, 70.404, 0.867
9.000, 77.056, 0.649, 73.768, 0.754
10.000, 78.812, 0.600, 76.716, 0.672
11.000, 80.292, 0.557, 76.080, 0.689
12.000, 82.036, 0.515, 77.636, 0.645
13.000, 82.864, 0.487, 75.564, 0.737
14.000, 84.164, 0.452, 79.028, 0.625
15.000, 85.372, 0.423, 78.532, 0.624
16.000, 86.176, 0.393, 77.856, 0.648
17.000, 87.028, 0.375, 79.728, 0.601
18.000, 88.036, 0.342, 80.980, 0.566
19.000, 88.572, 0.322, 81.964, 0.540
20.000, 89.108, 0.308, 77.384, 0.694
21.000, 90.096, 0.281, 79.980, 0.628
22.000, 90.444, 0.270, 80.996, 0.587
23.000, 91.512, 0.249, 82.704, 0.528
24.000, 91.692, 0.235, 81.780, 0.575
25.000, 91.996, 0.225, 82.284, 0.560
26.000, 92.736, 0.211, 82.952, 0.542
27.000, 93.480, 0.189, 83.348, 0.518
28.000, 93.592, 0.183, 83.320, 0.541
29.000, 94.288, 0.166, 83.548, 0.541
30.000, 94.752, 0.153, 84.824, 0.503
31.000, 95.036, 0.142, 84.984, 0.507
32.000, 95.216, 0.136, 83.972, 0.524
33.000, 95.856, 0.121, 84.064, 0.549
34.000, 96.184, 0.110, 84.136, 0.533
35.000, 96.464, 0.104, 85.088, 0.524
36.000, 96.648, 0.097, 85.004, 0.530
37.000, 96.972, 0.093, 84.708, 0.553
38.000, 97.188, 0.082, 84.976, 0.540
39.000, 97.340, 0.078, 84.556, 0.562
40.000, 97.668, 0.070, 85.092, 0.548
41.000, 97.892, 0.063, 85.708, 0.527
42.000, 98.056, 0.059, 84.772, 0.571
43.000, 98.264, 0.053, 85.180, 0.552
44.000, 98.172, 0.056, 85.644, 0.560
45.000, 98.408, 0.049, 85.744, 0.555
46.000, 98.692, 0.041, 86.248, 0.519
47.000, 98.736, 0.041, 86.420, 0.540
48.000, 98.856, 0.036, 86.248, 0.537
49.000, 99.076, 0.032, 85.816, 0.573
50.000, 98.984, 0.032, 86.592, 0.536
51.000, 99.076, 0.028, 86.284, 0.557
52.000, 99.356, 0.024, 87.132, 0.533
53.000, 99.252, 0.025, 86.512, 0.560
54.000, 99.368, 0.022, 86.396, 0.579
55.000, 99.536, 0.018, 86.852, 0.549
56.000, 99.488, 0.020, 86.704, 0.554
57.000, 99.552, 0.018, 86.656, 0.573
58.000, 99.600, 0.015, 86.896, 0.551
59.000, 99.740, 0.013, 86.848, 0.558
60.000, 99.660, 0.013, 86.964, 0.559
61.000, 99.656, 0.012, 87.048, 0.561
62.000, 99.812, 0.009, 87.052, 0.562
63.000, 99.704, 0.012, 87.276, 0.567
64.000, 99.696, 0.011, 87.120, 0.561
65.000, 99.836, 0.008, 87.488, 0.551
66.000, 99.828, 0.008, 87.076, 0.570
67.000, 99.812, 0.009, 87.304, 0.561
68.000, 99.840, 0.007, 87.452, 0.555
69.000, 99.812, 0.008, 87.512, 0.563
70.000, 99.848, 0.007, 87.476, 0.555
71.000, 99.892, 0.006, 87.628, 0.555
72.000, 99.876, 0.006, 87.696, 0.555
73.000, 99.868, 0.006, 87.556, 0.557
74.000, 99.884, 0.006, 87.608, 0.555
75.000, 99.900, 0.005, 87.812, 0.566
76.000, 99.872, 0.006, 87.188, 0.572
77.000, 99.924, 0.005, 87.584, 0.558
78.000, 99.912, 0.005, 87.568, 0.563
79.000, 99.924, 0.005, 87.524, 0.559
80.000, 99.944, 0.004, 87.628, 0.567
81.000, 99.944, 0.004, 87.488, 0.573
82.000, 99.948, 0.004, 87.748, 0.566
83.000, 99.928, 0.004, 87.576, 0.564
84.000, 99.904, 0.005, 87.520, 0.563
85.000, 99.932, 0.004, 87.704, 0.565
86.000, 99.936, 0.004, 87.604, 0.566
87.000, 99.964, 0.004, 87.548, 0.561
88.000, 99.952, 0.004, 87.724, 0.558
89.000, 99.928, 0.004, 87.712, 0.564
90.000, 99.964, 0.004, 87.736, 0.564
91.000, 99.940, 0.004, 87.664, 0.565
92.000, 99.952, 0.004, 87.572, 0.564
93.000, 99.944, 0.004, 87.548, 0.564
94.000, 99.960, 0.004, 87.564, 0.561
95.000, 99.928, 0.004, 87.680, 0.562
96.000, 99.932, 0.004, 87.496, 0.565
97.000, 99.952, 0.004, 87.792, 0.557
98.000, 99.968, 0.003, 87.688, 0.567
99.000, 99.948, 0.004, 87.752, 0.566
test accuracy: 88.370
firing rate of layers: 0.231, -1.000, 0.064, 0.037, -1.000, 0.079, 0.212, -1.000, 0.058, 0.035, -1.000, 0.058, 0.092, 0.102, 0.212, 0.098
Elapsed time: 2.0hour18.0minute2.1second
