architecture id: 3419
model parameters: 19393764
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 26.616, 1.981, 40.700, 1.606
1.000, 46.924, 1.449, 51.196, 1.344
2.000, 54.344, 1.258, 53.376, 1.303
3.000, 60.532, 1.095, 53.740, 1.383
4.000, 65.024, 0.976, 61.996, 1.087
5.000, 68.088, 0.887, 64.604, 0.991
6.000, 71.328, 0.810, 67.628, 0.923
7.000, 73.656, 0.746, 71.316, 0.821
8.000, 75.604, 0.690, 71.136, 0.829
9.000, 77.636, 0.642, 75.056, 0.719
10.000, 78.636, 0.601, 74.724, 0.724
11.000, 80.256, 0.561, 77.452, 0.654
12.000, 81.776, 0.522, 73.252, 0.765
13.000, 82.920, 0.496, 77.276, 0.667
14.000, 83.692, 0.463, 77.292, 0.658
15.000, 84.388, 0.444, 79.168, 0.614
16.000, 85.460, 0.412, 79.328, 0.608
17.000, 86.316, 0.395, 80.516, 0.574
18.000, 87.216, 0.371, 79.728, 0.598
19.000, 87.908, 0.345, 78.424, 0.680
20.000, 88.636, 0.326, 79.880, 0.613
21.000, 88.780, 0.315, 80.524, 0.594
22.000, 90.128, 0.290, 80.516, 0.594
23.000, 90.312, 0.276, 80.452, 0.616
24.000, 91.092, 0.256, 82.284, 0.544
25.000, 91.264, 0.251, 81.000, 0.588
26.000, 92.104, 0.232, 81.816, 0.559
27.000, 92.636, 0.216, 81.660, 0.582
28.000, 92.648, 0.213, 82.476, 0.551
29.000, 93.128, 0.200, 81.444, 0.591
30.000, 93.648, 0.186, 83.224, 0.542
31.000, 93.820, 0.176, 82.964, 0.551
32.000, 94.460, 0.168, 83.072, 0.540
33.000, 95.044, 0.148, 82.960, 0.565
34.000, 95.088, 0.146, 83.404, 0.549
35.000, 95.152, 0.142, 83.168, 0.556
36.000, 95.464, 0.133, 83.580, 0.560
37.000, 95.680, 0.127, 84.228, 0.537
38.000, 96.028, 0.118, 83.692, 0.554
39.000, 96.444, 0.110, 84.400, 0.524
40.000, 96.292, 0.109, 83.948, 0.538
41.000, 96.872, 0.096, 83.324, 0.586
42.000, 96.544, 0.102, 84.164, 0.542
43.000, 96.908, 0.094, 84.496, 0.549
44.000, 97.296, 0.084, 83.896, 0.564
45.000, 97.300, 0.082, 84.460, 0.542
46.000, 97.592, 0.077, 83.688, 0.596
47.000, 97.700, 0.073, 84.432, 0.559
48.000, 97.868, 0.065, 84.568, 0.558
49.000, 97.828, 0.067, 84.340, 0.566
50.000, 97.884, 0.067, 85.196, 0.546
51.000, 97.960, 0.063, 85.184, 0.550
52.000, 98.320, 0.055, 85.072, 0.546
53.000, 98.256, 0.056, 84.740, 0.567
54.000, 98.308, 0.053, 84.444, 0.579
55.000, 98.356, 0.054, 84.184, 0.620
56.000, 98.520, 0.048, 84.848, 0.596
57.000, 98.680, 0.043, 85.128, 0.567
58.000, 98.612, 0.045, 85.364, 0.561
59.000, 98.840, 0.040, 85.112, 0.575
60.000, 98.764, 0.040, 85.936, 0.544
61.000, 98.928, 0.037, 85.484, 0.572
62.000, 99.040, 0.032, 85.788, 0.558
63.000, 99.092, 0.031, 84.912, 0.596
64.000, 99.160, 0.030, 85.080, 0.614
65.000, 99.116, 0.031, 85.556, 0.566
66.000, 99.160, 0.030, 86.120, 0.559
67.000, 99.312, 0.026, 85.192, 0.601
68.000, 99.304, 0.026, 85.364, 0.587
69.000, 99.180, 0.028, 84.496, 0.638
70.000, 99.208, 0.026, 85.872, 0.576
71.000, 99.308, 0.025, 86.036, 0.577
72.000, 99.304, 0.024, 85.936, 0.588
73.000, 99.320, 0.024, 85.652, 0.585
74.000, 99.432, 0.021, 85.796, 0.582
75.000, 99.496, 0.019, 85.900, 0.572
76.000, 99.544, 0.018, 86.196, 0.589
77.000, 99.516, 0.019, 84.948, 0.637
78.000, 99.560, 0.017, 86.336, 0.568
79.000, 99.612, 0.015, 86.408, 0.565
80.000, 99.516, 0.018, 86.024, 0.593
81.000, 99.580, 0.017, 86.224, 0.587
82.000, 99.636, 0.015, 86.288, 0.583
83.000, 99.664, 0.014, 86.304, 0.584
84.000, 99.672, 0.014, 86.312, 0.588
85.000, 99.740, 0.012, 86.092, 0.601
86.000, 99.696, 0.013, 86.204, 0.605
87.000, 99.732, 0.012, 86.580, 0.568
88.000, 99.720, 0.012, 86.196, 0.592
89.000, 99.832, 0.010, 86.424, 0.585
90.000, 99.744, 0.011, 86.148, 0.615
91.000, 99.752, 0.010, 86.792, 0.570
92.000, 99.808, 0.009, 86.724, 0.570
93.000, 99.780, 0.009, 86.492, 0.591
94.000, 99.760, 0.010, 85.972, 0.632
95.000, 99.744, 0.010, 86.788, 0.577
96.000, 99.800, 0.009, 86.580, 0.590
97.000, 99.888, 0.007, 86.684, 0.596
98.000, 99.820, 0.008, 86.480, 0.610
99.000, 99.884, 0.007, 86.872, 0.591
100.000, 99.856, 0.007, 86.644, 0.593
101.000, 99.884, 0.006, 86.688, 0.590
102.000, 99.880, 0.007, 86.704, 0.610
103.000, 99.880, 0.006, 87.108, 0.577
104.000, 99.816, 0.009, 86.632, 0.606
105.000, 99.868, 0.007, 86.680, 0.593
106.000, 99.860, 0.006, 86.644, 0.614
107.000, 99.896, 0.006, 87.036, 0.587
108.000, 99.900, 0.006, 86.712, 0.607
109.000, 99.836, 0.007, 86.880, 0.598
110.000, 99.924, 0.006, 87.148, 0.592
