architecture id: 13366
model parameters: 19393764
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 25.284, 2.007, 35.616, 1.705
1.000, 46.544, 1.444, 50.776, 1.344
2.000, 56.100, 1.208, 55.900, 1.217
3.000, 62.476, 1.044, 63.976, 1.005
4.000, 67.876, 0.905, 67.936, 0.898
5.000, 71.296, 0.803, 66.160, 0.963
6.000, 73.752, 0.737, 66.152, 0.972
7.000, 76.160, 0.675, 72.604, 0.776
8.000, 78.116, 0.624, 74.412, 0.742
9.000, 80.472, 0.567, 78.116, 0.627
10.000, 81.280, 0.532, 77.920, 0.643
11.000, 83.080, 0.492, 77.152, 0.669
12.000, 84.096, 0.452, 79.792, 0.583
13.000, 85.240, 0.424, 80.896, 0.562
14.000, 86.620, 0.387, 80.416, 0.561
15.000, 87.136, 0.371, 81.404, 0.545
16.000, 88.024, 0.344, 81.852, 0.542
17.000, 88.860, 0.317, 81.472, 0.548
18.000, 89.620, 0.302, 80.216, 0.599
19.000, 90.572, 0.274, 81.460, 0.574
20.000, 90.932, 0.262, 83.700, 0.491
21.000, 91.256, 0.245, 82.020, 0.563
22.000, 92.404, 0.226, 83.712, 0.509
23.000, 92.760, 0.210, 82.140, 0.573
24.000, 93.432, 0.189, 83.796, 0.506
25.000, 93.660, 0.185, 81.924, 0.586
26.000, 93.844, 0.173, 83.708, 0.524
27.000, 94.676, 0.157, 84.332, 0.507
28.000, 95.040, 0.147, 84.316, 0.510
29.000, 95.276, 0.140, 84.800, 0.497
30.000, 95.452, 0.131, 84.836, 0.503
31.000, 96.120, 0.115, 85.044, 0.507
32.000, 96.348, 0.111, 85.252, 0.496
33.000, 96.704, 0.099, 85.296, 0.504
34.000, 96.892, 0.096, 84.456, 0.551
35.000, 96.904, 0.091, 85.144, 0.524
36.000, 97.328, 0.080, 85.548, 0.507
37.000, 97.684, 0.069, 85.020, 0.546
38.000, 97.724, 0.070, 85.664, 0.515
39.000, 98.132, 0.060, 86.208, 0.505
40.000, 97.972, 0.061, 85.984, 0.508
41.000, 98.168, 0.058, 86.264, 0.500
42.000, 98.252, 0.054, 85.700, 0.543
43.000, 98.400, 0.049, 85.952, 0.526
44.000, 98.604, 0.045, 86.332, 0.525
45.000, 98.780, 0.040, 85.708, 0.558
46.000, 98.900, 0.036, 86.476, 0.522
47.000, 99.016, 0.034, 86.644, 0.515
48.000, 99.152, 0.030, 86.276, 0.527
49.000, 99.060, 0.033, 86.852, 0.515
50.000, 99.160, 0.029, 87.012, 0.513
51.000, 99.368, 0.024, 86.416, 0.542
52.000, 99.304, 0.025, 87.064, 0.511
53.000, 99.488, 0.019, 86.820, 0.527
54.000, 99.496, 0.020, 86.716, 0.544
55.000, 99.500, 0.019, 86.984, 0.534
56.000, 99.528, 0.018, 87.116, 0.520
57.000, 99.536, 0.017, 86.776, 0.538
58.000, 99.540, 0.017, 86.916, 0.538
59.000, 99.644, 0.013, 87.096, 0.529
60.000, 99.720, 0.013, 87.272, 0.526
61.000, 99.636, 0.014, 87.300, 0.538
62.000, 99.680, 0.013, 87.300, 0.537
63.000, 99.776, 0.011, 87.188, 0.532
64.000, 99.748, 0.011, 87.116, 0.541
65.000, 99.764, 0.010, 87.272, 0.539
66.000, 99.812, 0.010, 87.328, 0.536
67.000, 99.816, 0.009, 87.360, 0.534
68.000, 99.832, 0.009, 87.512, 0.542
69.000, 99.828, 0.008, 87.388, 0.543
70.000, 99.836, 0.009, 87.432, 0.544
71.000, 99.876, 0.007, 87.532, 0.539
72.000, 99.900, 0.007, 87.504, 0.530
73.000, 99.852, 0.007, 87.240, 0.550
74.000, 99.880, 0.007, 87.640, 0.538
75.000, 99.876, 0.007, 87.472, 0.536
76.000, 99.908, 0.006, 87.592, 0.535
77.000, 99.880, 0.006, 87.644, 0.541
78.000, 99.900, 0.006, 87.880, 0.528
79.000, 99.920, 0.005, 87.540, 0.536
80.000, 99.900, 0.006, 87.624, 0.540
81.000, 99.896, 0.006, 87.604, 0.545
82.000, 99.880, 0.006, 87.564, 0.540
83.000, 99.924, 0.006, 87.620, 0.540
84.000, 99.908, 0.006, 87.712, 0.539
85.000, 99.920, 0.005, 87.672, 0.537
86.000, 99.924, 0.005, 87.520, 0.541
87.000, 99.928, 0.005, 87.760, 0.537
88.000, 99.932, 0.005, 87.332, 0.546
89.000, 99.960, 0.005, 87.828, 0.536
90.000, 99.928, 0.005, 87.696, 0.535
91.000, 99.928, 0.005, 87.924, 0.537
92.000, 99.920, 0.005, 87.632, 0.536
93.000, 99.904, 0.005, 87.588, 0.541
94.000, 99.940, 0.005, 87.844, 0.533
95.000, 99.940, 0.004, 87.692, 0.527
96.000, 99.944, 0.005, 87.816, 0.536
97.000, 99.944, 0.004, 87.524, 0.542
98.000, 99.956, 0.005, 87.600, 0.542
99.000, 99.916, 0.005, 87.616, 0.533
test accuracy: 88.300
firing rate of layers: -1.000, 0.094, -1.000, 0.034, -1.000, 0.066, -1.000, 0.050, -1.000, 0.015, -1.000, 0.034, 0.085, 0.098, 0.204, 0.063
Elapsed time: 1.0hour51.0minute58.2second
