architecture id: 13222
model parameters: 74457960
epoch, train_acc,train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 8.515, 23.818, 4.435, 15.180, 37.050, 3.893
1.000, 21.229, 46.371, 3.504, 23.490, 49.340, 3.361
2.000, 28.426, 55.676, 3.087, 30.220, 56.810, 3.020
3.000, 33.970, 61.892, 2.795, 32.340, 59.980, 2.888
4.000, 38.459, 66.471, 2.561, 34.550, 61.930, 2.784
5.000, 42.701, 70.627, 2.349, 37.150, 64.350, 2.669
6.000, 46.575, 74.039, 2.166, 40.060, 67.230, 2.544
7.000, 49.987, 76.900, 2.003, 40.980, 66.940, 2.508
8.000, 53.271, 79.453, 1.851, 41.850, 69.280, 2.433
9.000, 56.495, 82.038, 1.705, 42.120, 69.350, 2.452
10.000, 59.472, 84.293, 1.570, 43.540, 70.100, 2.413
11.000, 62.407, 86.164, 1.446, 43.350, 70.080, 2.447
12.000, 65.319, 88.083, 1.325, 44.160, 70.200, 2.444
13.000, 68.063, 89.644, 1.219, 44.610, 71.320, 2.404
14.000, 70.618, 91.168, 1.113, 45.550, 70.990, 2.431
15.000, 73.007, 92.521, 1.017, 44.420, 70.960, 2.450
16.000, 75.561, 93.583, 0.927, 45.440, 71.460, 2.425
17.000, 77.733, 94.694, 0.840, 44.820, 71.100, 2.487
18.000, 79.781, 95.537, 0.760, 45.040, 71.280, 2.470
19.000, 81.598, 96.167, 0.696, 45.700, 71.200, 2.506
20.000, 83.339, 96.858, 0.630, 46.440, 71.980, 2.471
21.000, 84.941, 97.318, 0.576, 46.040, 71.410, 2.525
22.000, 86.375, 97.752, 0.522, 46.690, 72.040, 2.512
23.000, 87.990, 98.180, 0.469, 46.630, 72.380, 2.511
24.000, 89.066, 98.395, 0.431, 46.350, 72.030, 2.526
25.000, 89.981, 98.643, 0.398, 46.740, 71.540, 2.562
26.000, 90.863, 98.858, 0.365, 46.990, 71.800, 2.565
27.000, 91.766, 99.018, 0.334, 47.200, 71.870, 2.585
28.000, 92.378, 99.174, 0.310, 46.900, 72.170, 2.585
29.000, 93.126, 99.280, 0.286, 46.850, 72.110, 2.622
30.000, 93.876, 99.404, 0.260, 47.610, 72.500, 2.595
31.000, 94.260, 99.486, 0.244, 46.930, 72.400, 2.615
32.000, 94.545, 99.513, 0.231, 47.550, 72.300, 2.622
33.000, 95.142, 99.589, 0.213, 46.890, 71.840, 2.662
34.000, 95.536, 99.652, 0.197, 47.270, 72.420, 2.653
35.000, 95.792, 99.708, 0.188, 47.770, 72.580, 2.632
36.000, 96.074, 99.748, 0.175, 47.310, 72.120, 2.683
37.000, 96.480, 99.777, 0.162, 48.110, 72.590, 2.661
38.000, 96.682, 99.781, 0.153, 48.080, 72.610, 2.685
39.000, 96.923, 99.826, 0.145, 48.150, 72.470, 2.665
40.000, 97.139, 99.819, 0.137, 47.460, 72.730, 2.690
41.000, 97.330, 99.858, 0.129, 48.000, 72.290, 2.691
42.000, 97.340, 99.857, 0.126, 48.040, 72.660, 2.693
43.000, 97.670, 99.886, 0.116, 48.630, 72.840, 2.665
44.000, 97.738, 99.896, 0.112, 48.390, 73.190, 2.685
45.000, 97.933, 99.898, 0.106, 47.900, 72.820, 2.698
