architecture id: 15620
model parameters: 75196008
epoch, train_acc,train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 6.462, 19.291, 4.625, 12.890, 35.240, 3.978
1.000, 19.750, 44.282, 3.593, 23.530, 50.550, 3.338
2.000, 27.625, 54.884, 3.127, 28.180, 55.590, 3.096
3.000, 33.503, 61.557, 2.811, 32.660, 60.300, 2.853
4.000, 38.356, 66.481, 2.564, 36.260, 63.210, 2.708
5.000, 42.729, 70.326, 2.360, 38.090, 65.560, 2.611
6.000, 46.142, 73.469, 2.184, 39.790, 68.190, 2.506
7.000, 49.458, 76.390, 2.025, 40.660, 68.190, 2.500
8.000, 52.884, 79.124, 1.872, 42.040, 70.070, 2.417
9.000, 55.690, 81.410, 1.742, 43.610, 70.370, 2.395
10.000, 58.681, 83.333, 1.613, 44.430, 71.060, 2.336
11.000, 61.400, 85.352, 1.493, 44.710, 70.940, 2.349
12.000, 63.938, 87.166, 1.381, 45.410, 71.370, 2.331
13.000, 66.296, 88.814, 1.278, 45.800, 71.620, 2.327
14.000, 68.915, 90.143, 1.175, 46.410, 72.650, 2.311
15.000, 71.388, 91.632, 1.074, 46.430, 72.900, 2.324
16.000, 73.896, 92.802, 0.985, 46.280, 72.230, 2.373
17.000, 76.000, 93.896, 0.903, 46.420, 71.870, 2.379
18.000, 78.164, 94.749, 0.822, 47.130, 72.400, 2.368
19.000, 79.993, 95.615, 0.753, 47.640, 72.720, 2.364
20.000, 81.752, 96.241, 0.686, 47.260, 72.320, 2.405
21.000, 83.332, 96.770, 0.634, 47.040, 72.480, 2.436
22.000, 85.020, 97.284, 0.574, 47.420, 72.390, 2.436
23.000, 86.350, 97.778, 0.525, 47.640, 73.030, 2.430
24.000, 87.460, 98.089, 0.481, 47.990, 73.150, 2.446
25.000, 88.519, 98.384, 0.445, 48.020, 72.690, 2.466
26.000, 89.659, 98.614, 0.406, 47.700, 72.350, 2.480
27.000, 90.444, 98.828, 0.376, 47.750, 72.970, 2.467
28.000, 91.284, 98.974, 0.350, 48.590, 73.270, 2.487
29.000, 91.962, 99.126, 0.322, 47.850, 73.000, 2.519
30.000, 92.710, 99.306, 0.297, 48.240, 73.630, 2.521
31.000, 93.243, 99.346, 0.277, 48.270, 73.190, 2.524
32.000, 93.758, 99.442, 0.259, 47.980, 73.830, 2.518
33.000, 94.315, 99.501, 0.240, 48.240, 73.270, 2.539
34.000, 94.732, 99.568, 0.224, 48.880, 73.350, 2.556
35.000, 95.052, 99.632, 0.211, 49.090, 73.030, 2.562
36.000, 95.377, 99.663, 0.199, 48.810, 73.670, 2.554
37.000, 95.933, 99.725, 0.182, 49.090, 73.550, 2.555
38.000, 96.114, 99.714, 0.173, 48.660, 73.190, 2.570
39.000, 96.385, 99.760, 0.164, 48.630, 73.950, 2.569
40.000, 96.677, 99.810, 0.154, 49.100, 73.530, 2.561
41.000, 96.747, 99.793, 0.149, 49.050, 74.150, 2.572
42.000, 97.039, 99.823, 0.140, 49.300, 73.590, 2.577
43.000, 97.294, 99.859, 0.130, 49.570, 74.050, 2.567
44.000, 97.360, 99.863, 0.126, 49.130, 73.660, 2.597
45.000, 97.635, 99.907, 0.118, 49.460, 73.860, 2.602
46.000, 97.693, 99.895, 0.114, 50.040, 74.100, 2.573
47.000, 97.759, 99.903, 0.110, 50.040, 73.930, 2.601
48.000, 97.932, 99.901, 0.105, 49.150, 74.030, 2.601
49.000, 98.049, 99.928, 0.099, 49.880, 74.110, 2.595
50.000, 98.111, 99.924, 0.096, 49.500, 74.480, 2.588
51.000, 98.259, 99.938, 0.091, 49.630, 73.980, 2.617
52.000, 98.383, 99.929, 0.087, 49.630, 74.020, 2.614
53.000, 98.427, 99.938, 0.085, 49.210, 73.720, 2.620
54.000, 98.468, 99.944, 0.083, 50.000, 73.990, 2.573
55.000, 98.573, 99.949, 0.079, 49.780, 73.690, 2.634
56.000, 98.595, 99.955, 0.077, 50.270, 74.130, 2.602
57.000, 98.663, 99.959, 0.074, 50.390, 74.480, 2.602
58.000, 98.733, 99.962, 0.071, 50.310, 73.720, 2.622
59.000, 98.911, 99.964, 0.067, 50.050, 74.130, 2.623
60.000, 98.910, 99.960, 0.066, 50.220, 74.220, 2.627
61.000, 98.940, 99.968, 0.064, 50.460, 74.170, 2.613
62.000, 99.000, 99.976, 0.063, 50.400, 74.360, 2.622
63.000, 99.009, 99.978, 0.061, 50.050, 74.300, 2.628
64.000, 99.053, 99.977, 0.059, 50.670, 73.950, 2.614
65.000, 99.146, 99.977, 0.056, 50.280, 74.160, 2.626
66.000, 99.117, 99.966, 0.057, 50.680, 74.200, 2.633
67.000, 99.102, 99.970, 0.055, 50.730, 74.170, 2.605
68.000, 99.177, 99.981, 0.053, 50.710, 74.480, 2.609
69.000, 99.168, 99.980, 0.054, 50.890, 74.990, 2.591
70.000, 99.208, 99.980, 0.053, 50.170, 74.490, 2.629
71.000, 99.213, 99.989, 0.051, 50.580, 74.640, 2.622
72.000, 99.253, 99.987, 0.050, 50.580, 74.780, 2.620
73.000, 99.297, 99.985, 0.049, 50.360, 74.850, 2.615
74.000, 99.328, 99.971, 0.048, 50.270, 74.110, 2.644
75.000, 99.343, 99.979, 0.047, 50.470, 74.150, 2.639
76.000, 99.335, 99.991, 0.046, 50.610, 74.950, 2.609
77.000, 99.312, 99.986, 0.046, 50.450, 74.330, 2.633
78.000, 99.339, 99.984, 0.046, 50.480, 74.740, 2.637
79.000, 99.341, 99.985, 0.046, 51.120, 74.410, 2.630
