architecture id: 10833
model parameters: 20131812
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 27.252, 1.957, 38.336, 1.670
1.000, 46.708, 1.440, 50.992, 1.339
2.000, 55.232, 1.226, 55.404, 1.255
3.000, 60.992, 1.085, 62.524, 1.041
4.000, 65.512, 0.965, 66.284, 0.953
5.000, 68.820, 0.873, 65.580, 0.984
6.000, 71.552, 0.798, 68.924, 0.890
7.000, 74.172, 0.734, 70.320, 0.844
8.000, 76.304, 0.676, 72.856, 0.775
9.000, 77.480, 0.633, 73.992, 0.730
10.000, 79.092, 0.588, 75.116, 0.709
11.000, 80.952, 0.548, 77.380, 0.651
12.000, 81.836, 0.519, 76.592, 0.673
13.000, 82.688, 0.484, 79.036, 0.600
14.000, 83.840, 0.458, 77.248, 0.664
15.000, 85.024, 0.422, 77.708, 0.653
16.000, 86.032, 0.396, 77.852, 0.648
17.000, 87.024, 0.375, 80.496, 0.573
18.000, 87.272, 0.359, 80.196, 0.583
19.000, 88.428, 0.329, 81.280, 0.560
20.000, 89.176, 0.308, 82.168, 0.531
21.000, 89.788, 0.294, 80.548, 0.605
22.000, 90.548, 0.271, 81.380, 0.569
23.000, 90.728, 0.265, 81.204, 0.575
24.000, 91.720, 0.237, 82.992, 0.525
25.000, 92.148, 0.227, 82.092, 0.549
26.000, 92.592, 0.213, 82.772, 0.557
27.000, 92.976, 0.206, 83.788, 0.509
28.000, 93.308, 0.193, 83.584, 0.518
29.000, 94.032, 0.176, 83.572, 0.531
30.000, 94.404, 0.164, 83.340, 0.545
31.000, 94.920, 0.150, 83.972, 0.518
32.000, 95.004, 0.146, 84.308, 0.519
33.000, 95.740, 0.129, 83.352, 0.560
34.000, 95.932, 0.123, 84.324, 0.533
35.000, 96.276, 0.111, 84.004, 0.533
36.000, 96.704, 0.104, 83.564, 0.563
37.000, 96.816, 0.097, 84.620, 0.529
38.000, 96.812, 0.094, 84.892, 0.527
39.000, 97.396, 0.083, 85.096, 0.526
40.000, 97.208, 0.085, 84.144, 0.564
41.000, 97.268, 0.084, 84.584, 0.541
42.000, 97.940, 0.069, 85.340, 0.522
43.000, 97.884, 0.066, 84.556, 0.562
44.000, 98.032, 0.063, 85.436, 0.535
45.000, 98.376, 0.054, 85.404, 0.545
46.000, 98.420, 0.050, 85.280, 0.547
47.000, 98.692, 0.047, 85.504, 0.558
48.000, 98.740, 0.044, 85.916, 0.515
49.000, 98.916, 0.040, 86.356, 0.518
50.000, 98.828, 0.039, 86.008, 0.530
51.000, 99.144, 0.034, 86.472, 0.519
52.000, 99.024, 0.036, 86.548, 0.523
53.000, 99.096, 0.032, 86.204, 0.539
54.000, 99.192, 0.029, 85.976, 0.559
55.000, 99.412, 0.025, 86.208, 0.547
56.000, 99.420, 0.024, 86.336, 0.538
57.000, 99.412, 0.023, 85.972, 0.563
58.000, 99.408, 0.022, 86.284, 0.538
59.000, 99.408, 0.024, 86.412, 0.536
60.000, 99.464, 0.021, 86.564, 0.542
61.000, 99.552, 0.018, 86.688, 0.534
62.000, 99.640, 0.017, 86.524, 0.545
63.000, 99.608, 0.016, 86.940, 0.523
64.000, 99.664, 0.015, 86.880, 0.534
65.000, 99.680, 0.015, 86.628, 0.551
66.000, 99.708, 0.013, 86.828, 0.538
67.000, 99.748, 0.013, 86.864, 0.547
68.000, 99.720, 0.013, 87.020, 0.541
69.000, 99.804, 0.010, 87.088, 0.543
70.000, 99.824, 0.011, 87.004, 0.545
71.000, 99.820, 0.011, 86.896, 0.549
72.000, 99.840, 0.010, 86.940, 0.542
73.000, 99.816, 0.010, 87.252, 0.538
74.000, 99.840, 0.009, 87.008, 0.544
75.000, 99.876, 0.008, 87.056, 0.545
76.000, 99.860, 0.008, 86.884, 0.550
77.000, 99.856, 0.009, 86.904, 0.555
78.000, 99.828, 0.008, 87.200, 0.545
79.000, 99.888, 0.008, 87.292, 0.543
80.000, 99.908, 0.007, 87.144, 0.544
81.000, 99.904, 0.007, 87.444, 0.540
82.000, 99.928, 0.006, 87.056, 0.551
83.000, 99.900, 0.007, 87.228, 0.547
84.000, 99.840, 0.008, 87.352, 0.540
85.000, 99.884, 0.007, 87.152, 0.549
86.000, 99.880, 0.007, 87.396, 0.548
87.000, 99.880, 0.008, 87.156, 0.551
88.000, 99.920, 0.007, 87.020, 0.561
89.000, 99.912, 0.007, 87.108, 0.547
90.000, 99.932, 0.006, 87.136, 0.561
91.000, 99.916, 0.007, 87.128, 0.549
92.000, 99.920, 0.006, 87.196, 0.545
93.000, 99.948, 0.006, 87.348, 0.546
94.000, 99.896, 0.007, 87.076, 0.548
95.000, 99.912, 0.006, 87.196, 0.547
96.000, 99.896, 0.007, 87.280, 0.553
97.000, 99.928, 0.007, 87.148, 0.547
98.000, 99.912, 0.006, 87.200, 0.551
99.000, 99.912, 0.006, 87.300, 0.550
test accuracy: 87.690
firing rate of layers: 0.085, -1.000, -1.000, 0.085, 0.170, 0.112, 0.061, -1.000, -1.000, 0.061, 0.165, 0.095, 0.066, 0.091, 0.206, 0.101
Elapsed time: 2.0hour17.0minute8.1second
