architecture id: 7121
model parameters: 19393764
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 26.800, 1.965, 41.020, 1.590
1.000, 48.084, 1.423, 54.048, 1.270
2.000, 56.728, 1.181, 59.320, 1.134
3.000, 62.788, 1.031, 64.804, 0.988
4.000, 67.036, 0.922, 67.476, 0.909
5.000, 70.316, 0.822, 69.736, 0.858
6.000, 73.064, 0.756, 71.424, 0.808
7.000, 75.204, 0.702, 73.276, 0.770
8.000, 77.292, 0.642, 70.888, 0.872
9.000, 79.300, 0.591, 75.452, 0.695
10.000, 80.580, 0.553, 76.580, 0.678
11.000, 81.800, 0.517, 74.808, 0.730
12.000, 83.068, 0.484, 77.956, 0.624
13.000, 84.100, 0.457, 77.884, 0.653
14.000, 85.016, 0.429, 77.564, 0.645
15.000, 85.936, 0.402, 80.472, 0.572
16.000, 86.924, 0.375, 79.304, 0.637
17.000, 87.652, 0.353, 81.612, 0.537
18.000, 87.976, 0.339, 78.696, 0.644
19.000, 89.208, 0.313, 81.404, 0.549
20.000, 89.336, 0.309, 81.272, 0.555
21.000, 90.368, 0.280, 82.460, 0.534
22.000, 90.624, 0.264, 82.424, 0.536
23.000, 91.420, 0.247, 80.828, 0.597
24.000, 91.740, 0.235, 82.724, 0.536
25.000, 92.660, 0.216, 82.160, 0.570
26.000, 92.808, 0.210, 81.632, 0.579
27.000, 93.312, 0.198, 82.612, 0.547
28.000, 93.764, 0.184, 83.096, 0.530
29.000, 94.460, 0.168, 83.052, 0.546
30.000, 94.784, 0.159, 83.792, 0.527
31.000, 94.884, 0.150, 84.240, 0.518
32.000, 95.084, 0.145, 82.816, 0.569
33.000, 95.640, 0.128, 83.548, 0.541
34.000, 96.132, 0.120, 84.528, 0.511
35.000, 96.296, 0.114, 84.536, 0.511
36.000, 96.460, 0.110, 83.656, 0.552
37.000, 96.700, 0.102, 84.304, 0.528
38.000, 96.936, 0.093, 84.612, 0.528
39.000, 96.940, 0.092, 84.812, 0.526
40.000, 97.360, 0.086, 85.212, 0.510
41.000, 97.380, 0.080, 85.028, 0.523
42.000, 97.664, 0.077, 84.744, 0.529
43.000, 97.844, 0.069, 85.204, 0.536
44.000, 98.060, 0.066, 85.296, 0.526
45.000, 98.320, 0.059, 85.472, 0.530
46.000, 98.356, 0.057, 85.496, 0.519
47.000, 98.328, 0.054, 85.408, 0.528
48.000, 98.432, 0.052, 85.380, 0.532
49.000, 98.516, 0.050, 85.576, 0.531
50.000, 98.844, 0.043, 85.776, 0.528
51.000, 98.864, 0.041, 85.780, 0.525
52.000, 98.996, 0.036, 85.760, 0.532
53.000, 99.144, 0.034, 86.084, 0.529
54.000, 99.116, 0.033, 85.800, 0.535
55.000, 99.080, 0.032, 85.892, 0.539
56.000, 99.180, 0.031, 85.892, 0.539
57.000, 99.276, 0.028, 86.088, 0.534
58.000, 99.168, 0.031, 85.964, 0.543
59.000, 99.316, 0.028, 86.008, 0.547
60.000, 99.460, 0.023, 86.288, 0.531
61.000, 99.396, 0.023, 86.136, 0.553
62.000, 99.524, 0.022, 86.192, 0.531
63.000, 99.540, 0.020, 85.968, 0.548
64.000, 99.456, 0.022, 86.124, 0.548
65.000, 99.552, 0.020, 86.652, 0.523
66.000, 99.612, 0.018, 86.364, 0.534
67.000, 99.648, 0.017, 86.572, 0.535
68.000, 99.736, 0.015, 86.624, 0.537
69.000, 99.680, 0.015, 86.452, 0.535
70.000, 99.732, 0.015, 86.864, 0.530
71.000, 99.728, 0.014, 86.516, 0.544
72.000, 99.716, 0.015, 86.692, 0.545
73.000, 99.740, 0.013, 86.700, 0.549
74.000, 99.744, 0.013, 86.768, 0.540
75.000, 99.712, 0.013, 86.804, 0.540
76.000, 99.748, 0.012, 86.400, 0.550
77.000, 99.792, 0.011, 86.540, 0.553
78.000, 99.772, 0.012, 86.712, 0.542
79.000, 99.852, 0.010, 86.792, 0.542
80.000, 99.816, 0.011, 86.784, 0.538
81.000, 99.704, 0.012, 86.640, 0.547
82.000, 99.780, 0.011, 86.784, 0.545
83.000, 99.828, 0.011, 86.848, 0.537
84.000, 99.840, 0.011, 86.848, 0.547
85.000, 99.836, 0.010, 86.664, 0.552
86.000, 99.844, 0.010, 86.772, 0.550
87.000, 99.872, 0.009, 86.648, 0.557
88.000, 99.852, 0.009, 86.756, 0.547
89.000, 99.888, 0.009, 86.692, 0.543
90.000, 99.840, 0.010, 86.480, 0.548
91.000, 99.852, 0.009, 86.720, 0.546
92.000, 99.860, 0.009, 86.848, 0.548
93.000, 99.832, 0.009, 86.596, 0.556
94.000, 99.872, 0.009, 86.916, 0.542
95.000, 99.836, 0.009, 86.808, 0.544
96.000, 99.856, 0.009, 86.892, 0.543
97.000, 99.876, 0.009, 86.980, 0.544
98.000, 99.808, 0.010, 86.932, 0.548
99.000, 99.884, 0.008, 86.824, 0.548
test accuracy: 87.050
firing rate of layers: -1.000, 0.045, -1.000, 0.045, -1.000, 0.272, -1.000, 0.030, -1.000, 0.030, -1.000, 0.219, 0.072, 0.090, 0.193, 0.103
Elapsed time: 1.0hour52.0minute8.1second
