architecture id: 8575
model parameters: 74457960
epoch, train_acc,train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 7.479, 21.428, 4.545, 10.120, 26.870, 4.387
1.000, 18.100, 41.703, 3.703, 21.190, 45.630, 3.530
2.000, 24.703, 50.860, 3.305, 25.550, 51.760, 3.246
3.000, 29.689, 56.854, 3.035, 28.310, 54.630, 3.132
4.000, 33.766, 61.364, 2.814, 31.640, 58.620, 2.964
5.000, 37.322, 65.149, 2.627, 33.290, 60.050, 2.873
6.000, 40.735, 68.465, 2.457, 34.940, 61.350, 2.806
7.000, 43.769, 71.405, 2.302, 36.300, 62.320, 2.758
8.000, 46.851, 74.158, 2.157, 37.240, 64.290, 2.708
9.000, 49.823, 76.726, 2.017, 37.820, 64.800, 2.677
10.000, 52.605, 78.872, 1.888, 39.310, 66.110, 2.607
11.000, 55.448, 81.188, 1.760, 39.970, 66.650, 2.619
12.000, 58.002, 83.112, 1.645, 40.560, 66.460, 2.609
13.000, 60.766, 85.204, 1.529, 40.090, 66.270, 2.629
14.000, 63.150, 86.773, 1.422, 41.080, 67.670, 2.591
15.000, 65.786, 88.205, 1.323, 41.900, 67.670, 2.587
16.000, 67.969, 89.940, 1.220, 40.930, 67.180, 2.649
17.000, 70.480, 91.069, 1.132, 41.560, 67.940, 2.591
18.000, 72.662, 92.116, 1.050, 41.560, 67.500, 2.638
19.000, 74.757, 93.261, 0.964, 41.240, 66.870, 2.706
20.000, 76.961, 94.246, 0.887, 42.710, 67.600, 2.672
21.000, 78.612, 94.826, 0.823, 41.880, 67.080, 2.707
22.000, 80.254, 95.704, 0.757, 42.060, 67.700, 2.720
23.000, 82.083, 96.332, 0.693, 42.240, 67.210, 2.719
24.000, 83.344, 96.750, 0.645, 42.380, 67.970, 2.733
25.000, 84.585, 97.238, 0.600, 42.580, 67.900, 2.739
26.000, 86.019, 97.623, 0.550, 42.360, 67.690, 2.770
27.000, 87.033, 97.835, 0.513, 42.390, 67.790, 2.786
28.000, 88.206, 98.147, 0.474, 42.420, 67.330, 2.799
29.000, 88.797, 98.403, 0.444, 42.750, 68.270, 2.798
