architecture id: 3735
model parameters: 19393764
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 18.012, 2.202, 28.216, 2.014
1.000, 35.184, 1.755, 40.576, 1.598
2.000, 48.672, 1.388, 52.120, 1.296
3.000, 56.776, 1.198, 42.220, 1.796
4.000, 60.464, 1.100, 58.564, 1.166
5.000, 64.592, 0.992, 64.312, 0.999
6.000, 66.856, 0.924, 63.100, 1.060
7.000, 69.420, 0.858, 67.584, 0.929
8.000, 71.940, 0.788, 69.884, 0.853
9.000, 73.628, 0.741, 68.792, 0.919
10.000, 74.776, 0.704, 70.384, 0.853
11.000, 76.384, 0.665, 70.660, 0.844
12.000, 77.964, 0.631, 72.360, 0.790
13.000, 78.304, 0.614, 72.876, 0.771
14.000, 79.984, 0.567, 73.892, 0.752
15.000, 81.028, 0.538, 76.808, 0.667
16.000, 82.264, 0.506, 74.776, 0.741
17.000, 82.964, 0.486, 77.924, 0.649
18.000, 84.052, 0.462, 77.936, 0.643
19.000, 84.796, 0.440, 76.660, 0.682
20.000, 85.052, 0.427, 78.876, 0.614
21.000, 86.012, 0.402, 79.428, 0.610
22.000, 86.476, 0.386, 78.668, 0.631
23.000, 87.264, 0.363, 80.344, 0.588
24.000, 87.764, 0.351, 79.976, 0.599
25.000, 88.420, 0.338, 79.640, 0.604
26.000, 88.884, 0.318, 81.164, 0.567
27.000, 89.484, 0.307, 78.640, 0.668
28.000, 90.044, 0.287, 81.248, 0.574
29.000, 90.528, 0.273, 79.856, 0.628
30.000, 90.892, 0.260, 82.100, 0.535
31.000, 91.416, 0.254, 81.732, 0.562
32.000, 91.596, 0.242, 82.060, 0.551
33.000, 92.288, 0.224, 81.496, 0.573
34.000, 92.320, 0.219, 81.292, 0.593
35.000, 92.576, 0.214, 82.064, 0.568
36.000, 92.900, 0.205, 80.676, 0.638
37.000, 93.300, 0.198, 82.404, 0.567
38.000, 94.012, 0.178, 82.376, 0.559
39.000, 94.304, 0.169, 81.620, 0.615
40.000, 94.276, 0.168, 81.632, 0.605
41.000, 94.772, 0.157, 82.392, 0.582
42.000, 94.932, 0.151, 82.240, 0.599
43.000, 95.480, 0.140, 82.136, 0.589
44.000, 95.664, 0.135, 81.860, 0.609
45.000, 95.528, 0.133, 82.664, 0.577
46.000, 96.140, 0.121, 83.056, 0.584
47.000, 96.456, 0.110, 83.500, 0.562
48.000, 96.616, 0.107, 83.712, 0.543
49.000, 96.760, 0.102, 83.204, 0.581
50.000, 96.816, 0.101, 83.660, 0.566
51.000, 97.212, 0.092, 83.860, 0.560
52.000, 97.176, 0.091, 83.576, 0.574
53.000, 97.220, 0.089, 83.404, 0.590
54.000, 97.624, 0.079, 84.056, 0.552
55.000, 97.376, 0.080, 84.124, 0.560
56.000, 97.852, 0.073, 84.100, 0.558
57.000, 97.888, 0.070, 84.008, 0.580
58.000, 98.064, 0.067, 83.784, 0.589
59.000, 98.112, 0.064, 84.528, 0.557
60.000, 98.212, 0.060, 83.464, 0.617
61.000, 98.388, 0.058, 84.176, 0.572
62.000, 98.520, 0.053, 84.760, 0.560
63.000, 98.640, 0.050, 84.384, 0.564
64.000, 98.704, 0.049, 84.628, 0.573
65.000, 98.744, 0.046, 84.588, 0.570
66.000, 98.784, 0.045, 84.744, 0.566
67.000, 98.844, 0.044, 84.396, 0.580
68.000, 99.004, 0.040, 84.868, 0.564
69.000, 98.976, 0.040, 84.304, 0.590
70.000, 98.920, 0.041, 84.740, 0.576
71.000, 99.056, 0.039, 84.676, 0.577
72.000, 99.224, 0.036, 84.844, 0.575
73.000, 99.164, 0.035, 84.124, 0.603
74.000, 99.188, 0.036, 84.884, 0.566
75.000, 99.244, 0.032, 84.968, 0.569
76.000, 99.304, 0.031, 84.748, 0.575
77.000, 99.324, 0.031, 85.132, 0.571
78.000, 99.240, 0.032, 84.860, 0.581
79.000, 99.420, 0.029, 85.152, 0.567
80.000, 99.348, 0.030, 84.804, 0.578
81.000, 99.288, 0.030, 85.076, 0.575
82.000, 99.424, 0.028, 85.088, 0.570
83.000, 99.456, 0.027, 85.124, 0.581
84.000, 99.456, 0.027, 85.032, 0.567
85.000, 99.480, 0.027, 85.020, 0.583
86.000, 99.456, 0.026, 84.992, 0.573
87.000, 99.372, 0.027, 85.176, 0.582
88.000, 99.436, 0.026, 85.044, 0.579
89.000, 99.560, 0.024, 85.168, 0.569
90.000, 99.488, 0.025, 85.332, 0.571
91.000, 99.544, 0.024, 85.140, 0.577
92.000, 99.472, 0.026, 85.164, 0.581
93.000, 99.500, 0.025, 85.204, 0.574
94.000, 99.460, 0.025, 85.112, 0.575
95.000, 99.528, 0.024, 85.180, 0.581
96.000, 99.528, 0.024, 85.108, 0.573
97.000, 99.508, 0.024, 85.252, 0.573
98.000, 99.520, 0.025, 85.072, 0.583
99.000, 99.540, 0.024, 84.980, 0.579
test accuracy: 85.340
firing rate of layers: -1.000, 0.203, 0.000, 0.034, -1.000, -1.000, -1.000, 0.202, 0.000, 0.026, -1.000, -1.000, 0.069, 0.104, 0.231, 0.079
Elapsed time: 1.0hour40.0minute22.2second
