architecture id: 14738
model parameters: 75934056
epoch, train_acc, train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 7.778, 22.446, 4.501, 15.650, 38.160, 3.828
1.000, 20.233, 45.124, 3.556, 23.120, 48.930, 3.381
2.000, 27.565, 54.841, 3.123, 29.780, 57.050, 3.020
3.000, 33.612, 61.585, 2.804, 32.800, 59.850, 2.877
4.000, 38.857, 66.905, 2.544, 35.930, 63.630, 2.698
5.000, 43.081, 70.998, 2.326, 38.340, 65.600, 2.592
6.000, 46.815, 74.490, 2.141, 40.750, 67.110, 2.520
7.000, 50.855, 77.547, 1.968, 42.540, 69.120, 2.409
8.000, 54.026, 80.289, 1.808, 42.480, 70.290, 2.404
9.000, 57.547, 82.715, 1.661, 44.570, 71.140, 2.349
10.000, 60.658, 84.943, 1.523, 45.940, 71.470, 2.326
11.000, 63.795, 87.101, 1.388, 45.370, 70.940, 2.361
12.000, 66.681, 88.941, 1.266, 45.900, 71.890, 2.327
13.000, 69.552, 90.530, 1.152, 45.580, 71.990, 2.357
14.000, 72.303, 92.033, 1.042, 46.640, 72.320, 2.334
15.000, 74.938, 93.200, 0.946, 46.890, 72.650, 2.344
16.000, 77.049, 94.399, 0.855, 47.320, 73.120, 2.371
17.000, 79.581, 95.414, 0.768, 47.000, 73.150, 2.379
18.000, 81.677, 96.256, 0.691, 47.480, 72.480, 2.397
19.000, 83.486, 96.853, 0.624, 47.080, 72.720, 2.428
20.000, 85.328, 97.412, 0.559, 48.480, 72.960, 2.402
21.000, 86.774, 97.906, 0.506, 47.660, 72.780, 2.444
22.000, 88.230, 98.281, 0.453, 47.940, 73.180, 2.448
23.000, 89.353, 98.605, 0.414, 48.990, 73.510, 2.451
24.000, 90.487, 98.797, 0.374, 47.830, 73.220, 2.456
25.000, 91.483, 98.999, 0.339, 48.170, 72.770, 2.486
26.000, 92.319, 99.228, 0.308, 48.660, 73.400, 2.466
27.000, 93.025, 99.292, 0.285, 49.440, 73.750, 2.462
28.000, 93.791, 99.410, 0.258, 49.310, 73.850, 2.493
29.000, 94.188, 99.482, 0.241, 49.300, 73.730, 2.496
30.000, 95.024, 99.627, 0.213, 48.830, 73.740, 2.496
31.000, 95.527, 99.665, 0.196, 49.250, 73.960, 2.527
32.000, 95.728, 99.696, 0.187, 49.280, 73.500, 2.538
33.000, 96.059, 99.703, 0.175, 49.520, 74.140, 2.529
34.000, 96.360, 99.763, 0.162, 50.100, 73.920, 2.541
35.000, 96.802, 99.789, 0.149, 49.770, 73.940, 2.518
36.000, 96.960, 99.841, 0.140, 49.570, 73.910, 2.558
37.000, 97.166, 99.828, 0.134, 49.840, 74.040, 2.564
38.000, 97.335, 99.869, 0.124, 49.790, 74.030, 2.544
39.000, 97.608, 99.891, 0.116, 49.890, 74.540, 2.546
40.000, 97.876, 99.906, 0.107, 50.570, 74.240, 2.526
41.000, 97.871, 99.899, 0.103, 50.650, 74.430, 2.548
42.000, 98.136, 99.921, 0.096, 50.060, 74.350, 2.584
43.000, 98.205, 99.928, 0.092, 50.140, 74.360, 2.577
44.000, 98.376, 99.956, 0.085, 50.910, 74.600, 2.546
45.000, 98.431, 99.946, 0.084, 50.110, 74.580, 2.582
46.000, 98.451, 99.951, 0.080, 50.670, 74.550, 2.558
47.000, 98.603, 99.952, 0.075, 51.190, 74.670, 2.568
48.000, 98.736, 99.949, 0.072, 51.020, 74.500, 2.562
49.000, 98.752, 99.968, 0.069, 50.690, 75.050, 2.572
50.000, 98.985, 99.968, 0.062, 50.760, 74.720, 2.581
51.000, 98.900, 99.963, 0.063, 51.090, 74.920, 2.579
52.000, 99.074, 99.977, 0.059, 51.040, 74.840, 2.582
53.000, 99.051, 99.974, 0.057, 51.090, 74.790, 2.600
54.000, 99.032, 99.980, 0.056, 51.060, 74.540, 2.597
55.000, 99.096, 99.969, 0.056, 51.260, 74.610, 2.596
56.000, 99.165, 99.979, 0.052, 50.750, 74.680, 2.578
57.000, 99.197, 99.978, 0.050, 51.170, 74.960, 2.578
58.000, 99.263, 99.985, 0.048, 51.100, 74.920, 2.608
59.000, 99.323, 99.984, 0.046, 51.240, 75.060, 2.573
60.000, 99.300, 99.988, 0.045, 51.290, 74.660, 2.603
61.000, 99.294, 99.986, 0.045, 51.560, 74.560, 2.595
62.000, 99.333, 99.988, 0.043, 51.220, 75.330, 2.595
63.000, 99.394, 99.985, 0.042, 51.150, 74.700, 2.611
64.000, 99.427, 99.989, 0.040, 51.430, 75.000, 2.618
65.000, 99.446, 99.982, 0.040, 51.700, 75.050, 2.586
66.000, 99.441, 99.994, 0.039, 51.470, 75.210, 2.596
67.000, 99.476, 99.991, 0.038, 51.400, 75.260, 2.601
68.000, 99.494, 99.986, 0.037, 51.420, 75.530, 2.602
69.000, 99.535, 99.994, 0.035, 51.560, 75.470, 2.584
70.000, 99.506, 99.992, 0.035, 51.790, 75.210, 2.614
