architecture id: 7525
model parameters: 72981864
epoch, train_acc, train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 8.670, 23.684, 4.466, 15.160, 36.730, 3.941
1.000, 18.744, 41.980, 3.702, 21.170, 45.150, 3.549
2.000, 23.648, 48.975, 3.399, 23.630, 48.700, 3.399
3.000, 27.400, 53.926, 3.179, 25.850, 52.220, 3.264
4.000, 30.339, 57.453, 3.007, 28.560, 54.670, 3.125
5.000, 33.204, 60.461, 2.859, 28.500, 54.820, 3.145
6.000, 35.718, 63.344, 2.720, 30.590, 56.700, 3.050
7.000, 38.124, 65.900, 2.596, 31.660, 57.970, 2.996
8.000, 40.422, 68.259, 2.474, 31.860, 57.990, 3.017
9.000, 42.625, 70.505, 2.360, 33.550, 59.600, 2.931
10.000, 44.989, 72.614, 2.251, 33.200, 58.580, 2.958
11.000, 47.107, 74.431, 2.149, 33.420, 59.510, 2.962
12.000, 49.185, 76.364, 2.047, 34.400, 59.860, 2.975
13.000, 51.252, 78.066, 1.951, 33.900, 59.490, 2.957
14.000, 53.178, 79.547, 1.868, 34.710, 59.830, 2.962
15.000, 55.264, 81.291, 1.772, 33.810, 59.270, 3.017
16.000, 57.168, 82.505, 1.694, 34.120, 60.330, 3.000
17.000, 59.306, 84.024, 1.606, 34.360, 59.990, 3.014
18.000, 61.070, 85.318, 1.524, 34.760, 60.430, 3.012
19.000, 62.841, 86.637, 1.447, 35.200, 60.710, 3.017
20.000, 65.040, 87.706, 1.372, 34.800, 59.800, 3.078
21.000, 66.436, 88.737, 1.304, 34.250, 59.890, 3.096
22.000, 68.135, 89.757, 1.235, 35.370, 60.460, 3.061
23.000, 69.705, 90.661, 1.172, 35.510, 60.250, 3.098
24.000, 71.238, 91.385, 1.116, 34.020, 59.630, 3.175
25.000, 72.478, 92.191, 1.065, 35.140, 59.570, 3.151
26.000, 74.054, 92.856, 1.002, 34.230, 59.650, 3.186
27.000, 75.334, 93.469, 0.956, 34.930, 59.970, 3.200
28.000, 76.440, 93.972, 0.909, 35.280, 59.930, 3.222
29.000, 77.750, 94.489, 0.859, 34.880, 59.500, 3.221
30.000, 78.925, 95.091, 0.816, 34.460, 59.630, 3.253
31.000, 80.132, 95.502, 0.771, 34.790, 59.440, 3.271
32.000, 81.038, 95.861, 0.740, 35.050, 59.630, 3.285
33.000, 82.068, 96.257, 0.703, 34.530, 59.370, 3.312
34.000, 82.956, 96.579, 0.666, 35.280, 59.640, 3.304
35.000, 83.730, 96.666, 0.642, 35.170, 60.140, 3.335
36.000, 84.672, 97.023, 0.609, 34.840, 59.640, 3.341
37.000, 85.279, 97.260, 0.584, 35.540, 60.670, 3.321
38.000, 86.012, 97.438, 0.557, 36.060, 60.200, 3.333
39.000, 86.734, 97.688, 0.530, 35.190, 59.550, 3.382
40.000, 87.402, 97.793, 0.510, 34.880, 59.810, 3.382
41.000, 87.910, 98.068, 0.485, 35.300, 59.520, 3.387
42.000, 88.416, 98.175, 0.468, 35.120, 59.450, 3.411
43.000, 89.250, 98.369, 0.443, 35.640, 60.200, 3.411
