architecture id: 14118
model parameters: 75934056
epoch, train_acc, train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 7.635, 22.122, 4.505, 13.850, 35.220, 3.971
1.000, 19.639, 44.195, 3.599, 24.010, 50.180, 3.352
2.000, 27.286, 54.022, 3.160, 28.500, 55.670, 3.075
3.000, 33.195, 60.952, 2.836, 31.680, 59.280, 2.905
4.000, 38.267, 66.115, 2.578, 35.750, 62.700, 2.722
5.000, 42.422, 70.277, 2.361, 38.400, 65.690, 2.595
6.000, 46.435, 73.850, 2.169, 40.870, 67.690, 2.496
7.000, 50.090, 76.932, 1.998, 41.690, 68.780, 2.460
8.000, 53.449, 79.666, 1.840, 42.290, 69.710, 2.439
9.000, 56.693, 82.184, 1.697, 43.960, 70.150, 2.380
10.000, 59.928, 84.503, 1.555, 44.470, 70.990, 2.360
11.000, 62.915, 86.489, 1.423, 45.710, 71.640, 2.338
12.000, 65.898, 88.298, 1.305, 45.280, 71.610, 2.343
13.000, 68.681, 89.914, 1.192, 45.930, 71.620, 2.357
14.000, 71.366, 91.376, 1.084, 46.020, 71.280, 2.372
15.000, 73.749, 92.758, 0.989, 45.880, 72.160, 2.363
16.000, 76.463, 94.025, 0.887, 46.850, 72.800, 2.359
17.000, 78.524, 94.912, 0.809, 46.850, 72.310, 2.382
18.000, 80.809, 95.859, 0.724, 47.770, 72.890, 2.374
19.000, 82.311, 96.518, 0.663, 47.680, 73.320, 2.387
20.000, 84.492, 97.101, 0.594, 48.390, 73.020, 2.385
21.000, 85.799, 97.588, 0.541, 47.650, 72.890, 2.417
22.000, 87.497, 98.069, 0.483, 48.370, 72.860, 2.434
23.000, 88.823, 98.418, 0.439, 47.910, 72.640, 2.471
24.000, 89.788, 98.603, 0.405, 47.950, 73.450, 2.447
25.000, 90.765, 98.873, 0.367, 48.370, 73.300, 2.473
26.000, 91.632, 99.074, 0.335, 48.910, 73.200, 2.486
27.000, 92.360, 99.202, 0.308, 48.560, 73.010, 2.504
28.000, 93.270, 99.305, 0.278, 48.190, 72.900, 2.512
29.000, 93.700, 99.444, 0.259, 48.670, 73.440, 2.528
30.000, 94.337, 99.488, 0.240, 49.520, 73.280, 2.485
31.000, 94.942, 99.596, 0.217, 48.570, 73.460, 2.512
32.000, 95.330, 99.656, 0.203, 49.820, 73.570, 2.523
33.000, 95.715, 99.681, 0.191, 49.590, 73.770, 2.547
34.000, 96.028, 99.709, 0.177, 49.620, 73.920, 2.542
35.000, 96.395, 99.767, 0.163, 48.940, 73.650, 2.554
36.000, 96.574, 99.796, 0.156, 49.580, 74.180, 2.511
37.000, 96.856, 99.831, 0.144, 49.800, 74.260, 2.531
38.000, 97.149, 99.870, 0.136, 50.050, 73.980, 2.543
39.000, 97.412, 99.856, 0.126, 49.080, 73.850, 2.601
40.000, 97.671, 99.880, 0.117, 50.210, 74.270, 2.540
41.000, 97.654, 99.889, 0.114, 49.550, 73.990, 2.583
42.000, 97.891, 99.911, 0.106, 50.010, 73.830, 2.590
43.000, 98.084, 99.930, 0.099, 49.840, 74.020, 2.606
44.000, 98.106, 99.936, 0.097, 50.620, 74.550, 2.556
45.000, 98.236, 99.917, 0.091, 50.560, 74.270, 2.580
46.000, 98.367, 99.947, 0.086, 50.500, 74.640, 2.581
47.000, 98.504, 99.944, 0.081, 49.900, 74.380, 2.598
48.000, 98.558, 99.952, 0.079, 51.070, 74.370, 2.589
49.000, 98.649, 99.952, 0.075, 50.610, 74.880, 2.570
50.000, 98.794, 99.956, 0.071, 50.980, 74.260, 2.593
51.000, 98.751, 99.969, 0.069, 50.490, 74.350, 2.599
52.000, 98.921, 99.976, 0.065, 50.720, 75.060, 2.584
53.000, 98.922, 99.981, 0.063, 51.120, 74.850, 2.605
54.000, 99.037, 99.968, 0.059, 50.910, 74.820, 2.586
55.000, 99.038, 99.972, 0.058, 51.360, 75.070, 2.588
56.000, 99.117, 99.975, 0.055, 50.900, 74.910, 2.594
57.000, 99.084, 99.967, 0.055, 50.540, 74.580, 2.609
58.000, 99.188, 99.979, 0.053, 51.290, 74.950, 2.615
59.000, 99.227, 99.969, 0.051, 51.410, 74.770, 2.623
60.000, 99.275, 99.987, 0.049, 51.240, 74.730, 2.603
61.000, 99.284, 99.979, 0.048, 51.520, 74.930, 2.620
62.000, 99.282, 99.983, 0.047, 51.180, 74.990, 2.605
63.000, 99.309, 99.983, 0.046, 50.960, 74.970, 2.614
64.000, 99.400, 99.988, 0.043, 50.960, 74.270, 2.629
65.000, 99.407, 99.981, 0.043, 51.710, 74.880, 2.614
66.000, 99.412, 99.989, 0.042, 51.670, 75.080, 2.591
67.000, 99.423, 99.991, 0.041, 51.330, 74.860, 2.620
68.000, 99.432, 99.991, 0.040, 51.280, 74.990, 2.602
69.000, 99.511, 99.990, 0.038, 51.240, 74.570, 2.640
70.000, 99.499, 99.992, 0.038, 51.250, 75.380, 2.591
71.000, 99.500, 99.988, 0.038, 51.530, 75.270, 2.588
72.000, 99.552, 99.993, 0.037, 51.340, 75.280, 2.604
73.000, 99.514, 99.993, 0.036, 51.620, 75.470, 2.611
74.000, 99.511, 99.989, 0.036, 51.250, 75.180, 2.602
75.000, 99.542, 99.995, 0.035, 51.590, 74.920, 2.620
76.000, 99.544, 99.988, 0.035, 51.460, 75.280, 2.605
77.000, 99.547, 99.994, 0.035, 51.160, 75.230, 2.621
78.000, 99.570, 99.992, 0.034, 51.410, 74.660, 2.631
79.000, 99.602, 99.997, 0.033, 51.770, 75.340, 2.593
80.000, 99.583, 99.999, 0.033, 51.810, 75.220, 2.603
81.000, 99.567, 99.992, 0.033, 51.640, 75.310, 2.618
82.000, 99.589, 99.995, 0.032, 52.000, 75.910, 2.576
83.000, 99.568, 99.991, 0.032, 51.780, 75.380, 2.582
84.000, 99.608, 99.993, 0.032, 51.760, 75.260, 2.620
85.000, 99.635, 99.997, 0.031, 51.240, 75.340, 2.598
86.000, 99.640, 99.995, 0.031, 51.780, 75.080, 2.603
87.000, 99.642, 99.992, 0.031, 51.790, 75.010, 2.607
88.000, 99.629, 99.994, 0.031, 51.670, 75.100, 2.610
89.000, 99.608, 99.992, 0.031, 51.810, 75.160, 2.614
90.000, 99.614, 99.994, 0.031, 50.990, 75.090, 2.631
91.000, 99.625, 99.999, 0.031, 51.720, 75.140, 2.602
