architecture id: 5325
model parameters: 19393764
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 25.600, 1.991, 38.216, 1.666
1.000, 45.760, 1.469, 46.944, 1.502
2.000, 54.224, 1.258, 49.820, 1.424
3.000, 60.000, 1.110, 61.012, 1.089
4.000, 63.908, 1.015, 63.140, 1.050
5.000, 67.124, 0.926, 67.204, 0.926
6.000, 69.404, 0.863, 67.412, 0.942
7.000, 71.744, 0.797, 69.256, 0.867
8.000, 73.116, 0.749, 70.332, 0.850
9.000, 75.468, 0.694, 70.504, 0.870
10.000, 76.648, 0.661, 73.612, 0.755
11.000, 78.264, 0.618, 73.812, 0.755
12.000, 79.184, 0.591, 74.336, 0.739
13.000, 80.568, 0.558, 72.204, 0.790
14.000, 81.408, 0.525, 74.972, 0.724
15.000, 82.176, 0.507, 76.936, 0.664
16.000, 83.392, 0.476, 78.180, 0.625
17.000, 84.028, 0.453, 76.260, 0.699
18.000, 84.844, 0.434, 79.504, 0.597
19.000, 85.468, 0.415, 78.252, 0.641
20.000, 86.428, 0.392, 79.612, 0.613
21.000, 86.872, 0.376, 79.040, 0.605
22.000, 87.140, 0.366, 79.632, 0.589
23.000, 88.036, 0.337, 80.560, 0.576
24.000, 88.668, 0.325, 81.296, 0.558
25.000, 89.096, 0.314, 80.048, 0.601
26.000, 90.216, 0.289, 81.720, 0.563
27.000, 90.472, 0.278, 78.916, 0.659
28.000, 90.928, 0.268, 81.792, 0.552
29.000, 91.324, 0.251, 80.940, 0.585
30.000, 91.584, 0.243, 81.596, 0.552
31.000, 92.272, 0.229, 81.544, 0.566
32.000, 92.452, 0.220, 81.268, 0.577
33.000, 92.852, 0.212, 80.644, 0.604
34.000, 93.476, 0.196, 82.084, 0.560
35.000, 93.820, 0.187, 83.108, 0.533
36.000, 94.040, 0.180, 83.160, 0.531
37.000, 94.436, 0.170, 83.196, 0.526
38.000, 94.840, 0.159, 82.592, 0.555
39.000, 95.216, 0.148, 82.900, 0.554
40.000, 95.400, 0.140, 82.196, 0.586
41.000, 95.536, 0.138, 83.144, 0.548
42.000, 95.600, 0.136, 83.344, 0.541
43.000, 95.932, 0.126, 82.068, 0.602
44.000, 96.264, 0.117, 83.772, 0.538
45.000, 96.276, 0.116, 83.532, 0.546
46.000, 96.256, 0.114, 83.580, 0.547
47.000, 97.076, 0.098, 83.812, 0.540
48.000, 97.064, 0.100, 82.860, 0.570
49.000, 97.168, 0.097, 83.952, 0.537
50.000, 97.304, 0.087, 83.736, 0.550
51.000, 97.464, 0.084, 84.244, 0.533
52.000, 97.488, 0.084, 84.520, 0.524
53.000, 97.796, 0.074, 84.196, 0.540
54.000, 97.804, 0.074, 84.268, 0.538
55.000, 98.092, 0.068, 84.688, 0.524
56.000, 98.112, 0.066, 84.736, 0.530
57.000, 98.228, 0.063, 84.284, 0.543
58.000, 98.296, 0.063, 84.848, 0.530
59.000, 98.436, 0.057, 84.908, 0.539
60.000, 98.444, 0.056, 84.876, 0.538
61.000, 98.552, 0.053, 84.464, 0.547
62.000, 98.604, 0.052, 84.836, 0.546
63.000, 98.588, 0.051, 84.544, 0.542
64.000, 98.876, 0.047, 85.032, 0.535
65.000, 98.856, 0.046, 85.044, 0.532
66.000, 98.896, 0.044, 84.824, 0.539
67.000, 99.080, 0.041, 85.044, 0.543
68.000, 99.004, 0.041, 85.088, 0.531
69.000, 99.088, 0.039, 85.068, 0.536
70.000, 99.124, 0.037, 85.032, 0.541
71.000, 99.076, 0.038, 85.356, 0.536
72.000, 99.096, 0.036, 85.348, 0.534
73.000, 99.164, 0.034, 85.184, 0.537
74.000, 99.268, 0.034, 85.220, 0.532
75.000, 99.128, 0.035, 85.248, 0.527
76.000, 99.316, 0.033, 85.328, 0.538
77.000, 99.280, 0.033, 85.548, 0.527
78.000, 99.332, 0.030, 85.240, 0.543
79.000, 99.320, 0.030, 85.620, 0.530
80.000, 99.304, 0.031, 85.584, 0.538
81.000, 99.324, 0.031, 85.508, 0.541
82.000, 99.432, 0.028, 85.768, 0.530
83.000, 99.444, 0.028, 85.472, 0.536
84.000, 99.408, 0.028, 85.448, 0.534
85.000, 99.468, 0.027, 85.460, 0.539
86.000, 99.364, 0.028, 85.584, 0.528
87.000, 99.492, 0.026, 85.416, 0.538
88.000, 99.476, 0.026, 85.364, 0.537
89.000, 99.416, 0.027, 85.580, 0.536
90.000, 99.328, 0.028, 85.620, 0.530
91.000, 99.556, 0.025, 85.536, 0.536
92.000, 99.512, 0.025, 85.376, 0.542
93.000, 99.464, 0.027, 85.276, 0.533
94.000, 99.512, 0.026, 85.780, 0.533
95.000, 99.448, 0.027, 85.812, 0.522
96.000, 99.488, 0.026, 85.648, 0.530
97.000, 99.468, 0.026, 85.688, 0.531
98.000, 99.540, 0.024, 85.608, 0.537
99.000, 99.472, 0.026, 85.480, 0.538
test accuracy: 86.070
firing rate of layers: -1.000, -1.000, 0.000, 0.110, 0.000, -1.000, -1.000, -1.000, 0.000, 0.068, 0.000, -1.000, 0.066, 0.092, 0.186, 0.043
Elapsed time: 1.0hour53.0minute7.8second
