architecture id: 8300
model parameters: 73719912
epoch, train_acc,train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 8.918, 24.731, 4.408, 14.500, 35.960, 3.951
1.000, 20.075, 44.775, 3.573, 20.060, 44.560, 3.595
2.000, 26.587, 53.333, 3.197, 26.030, 51.770, 3.256
3.000, 31.725, 58.913, 2.928, 31.270, 58.150, 2.958
4.000, 35.780, 63.751, 2.707, 32.040, 58.750, 2.933
5.000, 39.328, 67.309, 2.520, 34.870, 62.280, 2.770
6.000, 42.883, 70.675, 2.346, 36.220, 62.700, 2.752
7.000, 45.881, 73.469, 2.201, 36.640, 63.690, 2.709
8.000, 49.380, 76.167, 2.047, 37.440, 63.730, 2.716
9.000, 52.042, 78.548, 1.912, 38.160, 65.150, 2.661
10.000, 54.939, 80.876, 1.781, 38.820, 65.460, 2.633
11.000, 57.529, 82.836, 1.663, 39.690, 66.500, 2.628
12.000, 60.061, 84.712, 1.548, 40.340, 66.580, 2.626
13.000, 62.860, 86.660, 1.434, 40.180, 66.980, 2.624
14.000, 65.508, 88.186, 1.326, 41.700, 67.680, 2.571
15.000, 67.947, 89.691, 1.227, 41.190, 67.300, 2.631
16.000, 70.499, 91.019, 1.128, 41.380, 67.010, 2.660
17.000, 72.834, 92.310, 1.041, 41.330, 67.260, 2.671
18.000, 74.827, 93.308, 0.960, 42.530, 68.020, 2.651
19.000, 76.549, 94.142, 0.890, 41.980, 67.210, 2.693
20.000, 78.781, 95.041, 0.813, 41.670, 67.640, 2.720
21.000, 80.529, 95.625, 0.752, 42.420, 67.480, 2.713
22.000, 81.903, 96.234, 0.697, 42.220, 67.010, 2.735
23.000, 83.336, 96.855, 0.641, 42.370, 67.220, 2.746
24.000, 84.713, 97.191, 0.594, 41.840, 66.690, 2.805
25.000, 85.891, 97.563, 0.551, 42.530, 67.070, 2.792
26.000, 87.124, 97.906, 0.506, 42.650, 67.450, 2.800
27.000, 88.119, 98.163, 0.471, 42.400, 67.340, 2.837
28.000, 89.104, 98.378, 0.437, 42.340, 67.830, 2.813
29.000, 89.915, 98.560, 0.408, 43.040, 68.000, 2.801
30.000, 90.724, 98.782, 0.379, 42.910, 67.600, 2.848
31.000, 91.455, 98.906, 0.353, 42.840, 67.350, 2.886
32.000, 91.937, 99.008, 0.333, 43.440, 68.090, 2.879
33.000, 92.553, 99.138, 0.311, 43.400, 68.000, 2.869
34.000, 92.935, 99.269, 0.294, 43.180, 67.830, 2.896
35.000, 93.670, 99.342, 0.272, 42.800, 67.960, 2.901
36.000, 94.056, 99.399, 0.256, 43.520, 68.440, 2.898
37.000, 94.458, 99.472, 0.242, 42.660, 67.880, 2.941
38.000, 94.763, 99.523, 0.231, 42.880, 67.830, 2.924
39.000, 95.037, 99.549, 0.218, 43.360, 67.920, 2.947
40.000, 95.382, 99.592, 0.207, 43.080, 67.970, 2.932
41.000, 95.580, 99.663, 0.198, 43.370, 68.470, 2.930
42.000, 95.926, 99.671, 0.186, 43.250, 67.790, 2.985
43.000, 96.184, 99.716, 0.178, 43.460, 67.890, 2.953
44.000, 96.287, 99.723, 0.173, 44.070, 68.240, 2.953
45.000, 96.555, 99.734, 0.163, 43.360, 68.380, 2.950
46.000, 96.812, 99.770, 0.153, 43.520, 68.410, 2.977
47.000, 96.951, 99.791, 0.148, 43.340, 68.140, 2.979
48.000, 97.053, 99.792, 0.144, 43.490, 68.430, 2.987
49.000, 97.257, 99.814, 0.136, 44.040, 68.440, 2.977
50.000, 97.309, 99.841, 0.132, 44.150, 68.590, 2.981
51.000, 97.530, 99.866, 0.124, 43.780, 68.460, 2.977
52.000, 97.636, 99.872, 0.121, 44.170, 68.480, 2.983
53.000, 97.703, 99.851, 0.118, 43.590, 68.490, 2.986
54.000, 97.930, 99.891, 0.111, 44.000, 68.410, 2.998
55.000, 97.974, 99.911, 0.107, 44.340, 68.780, 2.970
56.000, 98.080, 99.905, 0.104, 44.080, 68.920, 2.998
57.000, 98.121, 99.911, 0.102, 43.620, 68.660, 2.992
58.000, 98.218, 99.920, 0.098, 44.400, 69.010, 3.007
59.000, 98.314, 99.925, 0.094, 43.940, 68.610, 3.018
60.000, 98.353, 99.928, 0.093, 44.360, 68.930, 2.998
61.000, 98.412, 99.929, 0.090, 44.280, 69.180, 2.977
62.000, 98.526, 99.916, 0.087, 44.420, 69.010, 3.005
63.000, 98.485, 99.918, 0.087, 44.740, 68.650, 3.002
64.000, 98.583, 99.927, 0.083, 44.850, 69.240, 2.975
65.000, 98.625, 99.941, 0.080, 44.380, 68.730, 3.011
66.000, 98.645, 99.937, 0.080, 44.280, 68.980, 2.998
67.000, 98.702, 99.944, 0.077, 44.230, 69.080, 2.997
68.000, 98.735, 99.942, 0.075, 44.420, 69.050, 3.002
69.000, 98.805, 99.940, 0.074, 44.190, 68.760, 3.019
70.000, 98.813, 99.960, 0.072, 44.610, 69.100, 3.026
71.000, 98.826, 99.944, 0.072, 44.590, 68.990, 2.995
72.000, 98.895, 99.953, 0.070, 44.880, 69.600, 3.003
73.000, 98.933, 99.953, 0.068, 44.680, 69.230, 3.004
74.000, 98.872, 99.951, 0.069, 44.580, 69.210, 3.012
75.000, 98.970, 99.963, 0.067, 44.470, 69.660, 3.013
76.000, 99.004, 99.959, 0.065, 44.780, 68.900, 3.016
77.000, 99.014, 99.967, 0.065, 44.480, 69.060, 3.025
78.000, 99.084, 99.981, 0.063, 45.250, 69.390, 2.999
79.000, 98.989, 99.959, 0.065, 44.200, 69.020, 3.023
80.000, 99.089, 99.969, 0.063, 44.530, 68.730, 3.033
