architecture id: 14341
model parameters: 75196008
epoch, train_acc,train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 9.226, 25.200, 4.391, 16.820, 40.050, 3.746
1.000, 21.659, 46.977, 3.477, 25.010, 51.180, 3.286
2.000, 28.831, 56.096, 3.065, 29.530, 56.530, 3.024
3.000, 34.524, 62.384, 2.767, 32.890, 60.200, 2.861
4.000, 39.060, 67.152, 2.528, 34.880, 61.380, 2.811
5.000, 43.334, 71.108, 2.320, 38.070, 65.170, 2.633
6.000, 47.087, 74.498, 2.136, 38.840, 65.790, 2.608
7.000, 50.599, 77.590, 1.971, 41.520, 68.340, 2.477
8.000, 54.210, 80.112, 1.815, 42.660, 69.890, 2.436
9.000, 57.048, 82.543, 1.676, 43.160, 70.090, 2.412
10.000, 60.331, 84.829, 1.535, 42.800, 69.370, 2.447
11.000, 63.270, 86.707, 1.417, 44.300, 70.460, 2.393
12.000, 66.404, 88.707, 1.285, 44.700, 70.400, 2.436
13.000, 68.918, 90.223, 1.180, 45.520, 71.340, 2.387
14.000, 71.523, 91.691, 1.074, 44.790, 70.710, 2.430
15.000, 73.808, 92.907, 0.981, 45.550, 71.610, 2.420
16.000, 76.468, 94.058, 0.890, 46.010, 71.430, 2.446
17.000, 78.766, 94.977, 0.802, 46.060, 71.670, 2.442
18.000, 80.708, 95.815, 0.729, 46.230, 71.610, 2.450
19.000, 82.667, 96.542, 0.660, 46.240, 71.900, 2.470
20.000, 84.534, 97.069, 0.595, 46.860, 71.840, 2.462
21.000, 85.812, 97.581, 0.541, 47.360, 72.080, 2.480
22.000, 87.404, 98.081, 0.486, 47.490, 71.930, 2.500
23.000, 88.555, 98.263, 0.448, 46.750, 72.460, 2.496
24.000, 89.596, 98.588, 0.409, 47.310, 72.290, 2.517
25.000, 90.900, 98.791, 0.369, 47.450, 72.890, 2.481
26.000, 91.645, 99.046, 0.339, 48.230, 72.650, 2.539
27.000, 92.134, 99.119, 0.316, 47.760, 72.080, 2.563
28.000, 92.971, 99.246, 0.288, 47.770, 72.280, 2.553
29.000, 93.599, 99.393, 0.267, 48.420, 72.070, 2.578
30.000, 93.926, 99.442, 0.249, 48.040, 72.410, 2.573
31.000, 94.568, 99.559, 0.231, 48.180, 72.700, 2.585
32.000, 95.064, 99.603, 0.215, 48.150, 72.600, 2.594
33.000, 95.447, 99.647, 0.200, 48.120, 72.610, 2.592
34.000, 95.818, 99.689, 0.185, 48.910, 73.220, 2.584
35.000, 96.129, 99.743, 0.173, 48.670, 73.050, 2.596
36.000, 96.429, 99.772, 0.163, 48.380, 72.560, 2.632
37.000, 96.676, 99.777, 0.153, 48.260, 73.160, 2.620
38.000, 96.843, 99.803, 0.145, 49.130, 73.500, 2.612
39.000, 97.034, 99.820, 0.138, 49.060, 73.460, 2.618
40.000, 97.320, 99.875, 0.127, 47.990, 73.120, 2.642
41.000, 97.655, 99.873, 0.118, 49.460, 73.530, 2.627
42.000, 97.781, 99.892, 0.111, 49.290, 73.320, 2.637
43.000, 97.823, 99.907, 0.107, 49.160, 73.320, 2.623
44.000, 98.092, 99.911, 0.101, 49.570, 73.550, 2.649
45.000, 98.160, 99.932, 0.096, 49.210, 73.650, 2.631
46.000, 98.198, 99.922, 0.093, 48.870, 73.020, 2.662
47.000, 98.405, 99.943, 0.087, 49.140, 73.640, 2.638
48.000, 98.448, 99.943, 0.084, 49.570, 73.590, 2.649
49.000, 98.504, 99.945, 0.082, 50.250, 73.570, 2.630
50.000, 98.561, 99.947, 0.079, 50.210, 73.650, 2.617
51.000, 98.680, 99.936, 0.075, 49.790, 73.300, 2.668
52.000, 98.717, 99.950, 0.073, 49.560, 73.440, 2.661
53.000, 98.870, 99.969, 0.068, 49.790, 74.170, 2.637
54.000, 98.780, 99.955, 0.069, 49.560, 73.630, 2.679
55.000, 98.965, 99.965, 0.064, 49.800, 73.810, 2.664
56.000, 98.958, 99.961, 0.061, 49.990, 73.280, 2.683
57.000, 99.023, 99.965, 0.060, 49.730, 73.810, 2.666
58.000, 99.102, 99.974, 0.057, 49.960, 74.070, 2.661
59.000, 99.103, 99.978, 0.056, 50.090, 73.680, 2.666
60.000, 99.141, 99.976, 0.054, 49.910, 74.030, 2.674
61.000, 99.180, 99.974, 0.052, 49.880, 73.570, 2.670
62.000, 99.174, 99.976, 0.052, 50.340, 73.970, 2.660
63.000, 99.250, 99.975, 0.050, 50.300, 73.790, 2.669
64.000, 99.292, 99.988, 0.048, 50.190, 74.300, 2.661
65.000, 99.319, 99.983, 0.047, 50.650, 73.940, 2.680
66.000, 99.322, 99.985, 0.047, 50.680, 74.320, 2.648
67.000, 99.336, 99.988, 0.046, 50.100, 73.880, 2.677
68.000, 99.393, 99.991, 0.044, 50.170, 73.790, 2.685
69.000, 99.378, 99.989, 0.043, 49.870, 73.600, 2.684
70.000, 99.393, 99.985, 0.042, 50.450, 74.400, 2.672
71.000, 99.442, 99.990, 0.041, 50.500, 73.670, 2.671
72.000, 99.416, 99.988, 0.041, 50.220, 73.780, 2.685
73.000, 99.453, 99.987, 0.040, 50.670, 74.000, 2.654
74.000, 99.501, 99.994, 0.039, 50.300, 74.060, 2.664
75.000, 99.499, 99.988, 0.039, 50.530, 74.110, 2.666
76.000, 99.529, 99.993, 0.038, 50.110, 74.470, 2.681
77.000, 99.505, 99.989, 0.038, 50.450, 73.900, 2.679
78.000, 99.536, 99.983, 0.037, 50.520, 74.010, 2.685
79.000, 99.507, 99.991, 0.037, 50.190, 73.850, 2.675
80.000, 99.505, 99.994, 0.037, 50.620, 73.900, 2.665
81.000, 99.538, 99.990, 0.036, 50.950, 74.560, 2.671
82.000, 99.539, 99.994, 0.035, 50.640, 74.050, 2.676
83.000, 99.536, 99.991, 0.036, 50.790, 74.080, 2.687
84.000, 99.593, 99.994, 0.034, 50.630, 74.250, 2.649
85.000, 99.558, 99.992, 0.035, 50.940, 74.240, 2.653
86.000, 99.570, 99.995, 0.034, 50.810, 74.540, 2.668
87.000, 99.576, 99.991, 0.034, 51.030, 74.090, 2.673
88.000, 99.580, 99.996, 0.034, 50.340, 74.410, 2.674
89.000, 99.550, 99.995, 0.034, 50.520, 74.500, 2.669
90.000, 99.602, 99.996, 0.033, 50.860, 74.160, 2.681
91.000, 99.587, 99.994, 0.034, 50.620, 74.060, 2.681
92.000, 99.575, 99.994, 0.034, 50.970, 74.120, 2.684
93.000, 99.612, 99.988, 0.034, 50.430, 74.370, 2.677
94.000, 99.584, 99.992, 0.034, 50.900, 74.750, 2.653
95.000, 99.589, 99.988, 0.034, 50.860, 74.570, 2.651
96.000, 99.578, 99.990, 0.034, 51.010, 74.720, 2.668
97.000, 99.575, 99.992, 0.034, 50.340, 74.530, 2.687
98.000, 99.603, 99.996, 0.032, 50.620, 74.540, 2.679
99.000, 99.601, 99.996, 0.034, 50.540, 74.220, 2.686
test top1: 50.560, test tpo5: 74.3
firing rate of layers: -1.000, 0.157, 0.060, 0.157, 0.390, 0.094, -1.000, 0.104, 0.053, 0.104, 0.192, 0.064, 0.156, 0.068, 0.112, 0.145
Elapsed time: 8.0hour48.0minute34.2second
