architecture id: 1879
model parameters: 18655716
epoch, train_acc, train_loss, val_acc, val_loss
0.000, 22.460, 2.102, 25.688, 2.021
1.000, 37.860, 1.668, 41.112, 1.669
2.000, 49.128, 1.389, 49.724, 1.351
3.000, 55.504, 1.215, 52.772, 1.320
4.000, 60.524, 1.092, 57.548, 1.192
5.000, 64.264, 0.993, 63.928, 1.031
6.000, 67.348, 0.917, 65.516, 0.977
7.000, 69.584, 0.854, 68.796, 0.891
8.000, 71.656, 0.799, 68.984, 0.878
9.000, 73.596, 0.741, 68.428, 0.915
10.000, 75.556, 0.698, 73.504, 0.754
11.000, 76.524, 0.653, 72.956, 0.783
12.000, 78.912, 0.609, 74.560, 0.729
13.000, 79.760, 0.574, 73.856, 0.736
14.000, 81.156, 0.536, 73.728, 0.765
15.000, 82.360, 0.506, 76.516, 0.676
16.000, 82.936, 0.482, 79.284, 0.605
17.000, 84.000, 0.452, 78.136, 0.638
18.000, 84.952, 0.431, 79.020, 0.618
19.000, 85.896, 0.402, 78.756, 0.624
20.000, 86.680, 0.382, 80.320, 0.583
21.000, 87.232, 0.366, 80.744, 0.567
22.000, 87.820, 0.348, 80.988, 0.559
23.000, 88.740, 0.323, 80.404, 0.606
24.000, 89.388, 0.303, 80.968, 0.582
25.000, 89.744, 0.288, 81.732, 0.550
26.000, 90.148, 0.277, 81.304, 0.581
27.000, 90.832, 0.257, 81.876, 0.563
28.000, 91.260, 0.251, 81.432, 0.575
29.000, 91.528, 0.239, 82.776, 0.529
30.000, 92.320, 0.222, 81.388, 0.598
31.000, 92.740, 0.206, 83.800, 0.500
32.000, 93.592, 0.191, 82.244, 0.561
33.000, 93.672, 0.185, 82.900, 0.561
34.000, 93.912, 0.177, 83.160, 0.558
35.000, 94.368, 0.161, 83.256, 0.555
36.000, 94.616, 0.160, 82.464, 0.581
37.000, 94.888, 0.149, 84.168, 0.509
38.000, 95.376, 0.136, 84.808, 0.512
39.000, 95.664, 0.127, 84.464, 0.522
40.000, 95.896, 0.120, 84.584, 0.526
41.000, 96.188, 0.111, 84.308, 0.528
42.000, 96.192, 0.112, 85.000, 0.505
43.000, 96.544, 0.105, 84.584, 0.521
44.000, 96.660, 0.099, 84.448, 0.540
45.000, 96.996, 0.088, 83.536, 0.574
46.000, 97.052, 0.089, 84.824, 0.539
47.000, 97.284, 0.081, 84.600, 0.563
48.000, 97.580, 0.073, 84.708, 0.549
49.000, 97.916, 0.066, 84.992, 0.562
50.000, 97.928, 0.064, 85.364, 0.522
51.000, 98.060, 0.061, 85.428, 0.536
52.000, 98.072, 0.061, 85.248, 0.547
53.000, 98.252, 0.054, 85.740, 0.526
54.000, 98.388, 0.053, 86.116, 0.521
55.000, 98.500, 0.051, 85.644, 0.546
56.000, 98.660, 0.045, 86.136, 0.512
57.000, 98.800, 0.040, 85.908, 0.536
58.000, 98.960, 0.036, 86.012, 0.528
59.000, 99.088, 0.035, 86.476, 0.506
60.000, 99.284, 0.029, 86.236, 0.533
61.000, 99.204, 0.029, 86.268, 0.531
62.000, 99.180, 0.028, 86.560, 0.530
63.000, 99.304, 0.027, 86.568, 0.537
64.000, 99.308, 0.026, 86.520, 0.532
65.000, 99.312, 0.024, 86.476, 0.541
66.000, 99.528, 0.022, 86.752, 0.529
67.000, 99.432, 0.022, 86.960, 0.531
68.000, 99.404, 0.022, 86.860, 0.528
69.000, 99.456, 0.021, 86.824, 0.539
70.000, 99.528, 0.018, 86.240, 0.556
71.000, 99.580, 0.019, 86.688, 0.536
72.000, 99.556, 0.018, 86.840, 0.538
73.000, 99.600, 0.018, 86.700, 0.539
74.000, 99.636, 0.015, 86.868, 0.536
75.000, 99.652, 0.015, 86.768, 0.537
76.000, 99.652, 0.015, 86.940, 0.535
77.000, 99.664, 0.014, 86.856, 0.549
78.000, 99.752, 0.013, 86.752, 0.550
79.000, 99.752, 0.013, 87.032, 0.532
80.000, 99.772, 0.013, 86.956, 0.539
81.000, 99.696, 0.013, 87.016, 0.544
82.000, 99.760, 0.012, 86.964, 0.554
83.000, 99.756, 0.012, 87.212, 0.535
84.000, 99.820, 0.011, 87.120, 0.535
85.000, 99.784, 0.011, 87.076, 0.543
86.000, 99.716, 0.013, 87.036, 0.543
87.000, 99.704, 0.012, 87.096, 0.550
88.000, 99.772, 0.011, 87.208, 0.542
89.000, 99.796, 0.011, 86.932, 0.542
90.000, 99.784, 0.011, 87.100, 0.541
91.000, 99.820, 0.010, 87.084, 0.545
92.000, 99.760, 0.011, 87.004, 0.544
93.000, 99.832, 0.011, 87.080, 0.544
94.000, 99.804, 0.010, 87.124, 0.550
95.000, 99.784, 0.010, 87.368, 0.531
96.000, 99.792, 0.011, 87.120, 0.546
97.000, 99.792, 0.010, 87.248, 0.541
98.000, 99.828, 0.010, 86.948, 0.545
99.000, 99.836, 0.009, 87.244, 0.534
test accuracy: 87.340
firing rate of layers: 0.069, -1.000, -1.000, -1.000, 0.067, -1.000, 0.049, -1.000, -1.000, -1.000, 0.065, -1.000, 0.103, 0.106, 0.211, 0.078
Elapsed time: 1.0hour31.0minute33.6second
