architecture id: 13218
model parameters: 74457960
epoch, train_acc,train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 7.579, 21.915, 4.518, 15.050, 37.280, 3.882
1.000, 20.594, 45.519, 3.542, 22.650, 47.950, 3.417
2.000, 28.320, 55.561, 3.097, 29.380, 57.290, 3.006
3.000, 34.086, 61.957, 2.790, 33.520, 61.110, 2.826
4.000, 38.706, 66.781, 2.547, 36.780, 63.460, 2.705
5.000, 42.746, 70.654, 2.345, 38.190, 65.880, 2.593
6.000, 46.557, 73.925, 2.164, 40.570, 67.410, 2.519
7.000, 50.151, 76.963, 1.998, 41.480, 69.060, 2.451
8.000, 53.245, 79.412, 1.853, 41.900, 68.470, 2.467
9.000, 56.469, 81.873, 1.713, 43.700, 69.750, 2.410
10.000, 59.253, 84.169, 1.578, 44.000, 70.520, 2.396
11.000, 62.079, 85.979, 1.459, 44.930, 71.400, 2.359
12.000, 65.088, 87.839, 1.341, 44.660, 70.960, 2.411
13.000, 67.729, 89.343, 1.233, 45.310, 71.750, 2.347
14.000, 70.393, 90.895, 1.126, 45.500, 71.190, 2.397
15.000, 72.730, 92.177, 1.032, 45.310, 71.590, 2.398
16.000, 74.862, 93.320, 0.944, 46.180, 71.700, 2.403
17.000, 77.506, 94.501, 0.853, 45.390, 70.980, 2.449
18.000, 79.294, 95.322, 0.778, 46.500, 72.240, 2.426
19.000, 81.405, 95.967, 0.709, 46.680, 72.110, 2.452
20.000, 83.008, 96.633, 0.647, 46.480, 71.840, 2.487
21.000, 84.847, 97.238, 0.585, 46.440, 72.040, 2.497
22.000, 86.117, 97.657, 0.535, 47.280, 72.110, 2.487
23.000, 87.248, 98.018, 0.494, 46.550, 72.090, 2.499
24.000, 88.489, 98.340, 0.448, 47.480, 72.220, 2.489
25.000, 89.416, 98.556, 0.416, 47.380, 72.370, 2.508
26.000, 90.552, 98.762, 0.379, 47.520, 72.340, 2.532
27.000, 91.338, 99.019, 0.349, 47.230, 72.180, 2.552
28.000, 92.173, 99.149, 0.319, 47.960, 72.310, 2.546
29.000, 92.781, 99.315, 0.292, 48.430, 72.410, 2.554
30.000, 93.387, 99.371, 0.274, 47.480, 72.720, 2.552
31.000, 93.971, 99.452, 0.254, 47.950, 72.520, 2.577
32.000, 94.472, 99.539, 0.238, 48.370, 72.680, 2.572
33.000, 94.778, 99.572, 0.226, 47.990, 72.680, 2.583
34.000, 95.327, 99.620, 0.206, 48.240, 72.730, 2.585
35.000, 95.582, 99.685, 0.193, 48.080, 72.580, 2.610
36.000, 96.075, 99.718, 0.178, 48.270, 72.640, 2.605
37.000, 96.256, 99.738, 0.171, 48.700, 72.550, 2.627
38.000, 96.427, 99.787, 0.161, 48.880, 73.020, 2.610
39.000, 96.776, 99.809, 0.151, 48.860, 72.960, 2.611
40.000, 96.992, 99.846, 0.141, 48.810, 73.050, 2.635
41.000, 97.069, 99.815, 0.138, 48.520, 72.790, 2.633
42.000, 97.340, 99.848, 0.130, 48.730, 73.260, 2.624
43.000, 97.511, 99.878, 0.122, 48.890, 72.880, 2.634
44.000, 97.648, 99.901, 0.116, 48.900, 72.700, 2.660
45.000, 97.817, 99.900, 0.109, 48.930, 73.250, 2.643
46.000, 97.946, 99.908, 0.105, 49.310, 72.870, 2.665
47.000, 98.052, 99.901, 0.100, 49.210, 73.530, 2.660
48.000, 98.122, 99.914, 0.097, 48.740, 73.020, 2.664
49.000, 98.320, 99.922, 0.092, 49.040, 73.280, 2.657
50.000, 98.333, 99.928, 0.089, 49.270, 73.410, 2.642
51.000, 98.456, 99.945, 0.084, 49.570, 73.370, 2.648
52.000, 98.476, 99.960, 0.081, 49.620, 73.110, 2.668
53.000, 98.564, 99.946, 0.079, 49.220, 73.790, 2.660
54.000, 98.665, 99.951, 0.076, 49.470, 73.100, 2.683
55.000, 98.764, 99.945, 0.072, 49.140, 73.550, 2.672
56.000, 98.763, 99.962, 0.071, 49.320, 73.150, 2.692
57.000, 98.851, 99.969, 0.067, 49.190, 73.810, 2.664
58.000, 98.878, 99.965, 0.066, 49.800, 73.330, 2.650
59.000, 98.945, 99.956, 0.064, 49.940, 73.330, 2.681
60.000, 99.019, 99.975, 0.062, 49.890, 73.990, 2.668
61.000, 99.062, 99.977, 0.060, 49.290, 73.730, 2.687
62.000, 99.121, 99.985, 0.058, 49.980, 73.810, 2.666
63.000, 99.106, 99.966, 0.057, 49.220, 73.360, 2.686
64.000, 99.089, 99.969, 0.057, 49.820, 73.960, 2.662
65.000, 99.223, 99.986, 0.053, 49.760, 73.750, 2.684
66.000, 99.199, 99.979, 0.052, 49.520, 73.350, 2.686
67.000, 99.231, 99.985, 0.052, 50.030, 73.650, 2.648
68.000, 99.204, 99.978, 0.051, 49.960, 73.820, 2.675
69.000, 99.277, 99.987, 0.049, 49.960, 73.350, 2.682
70.000, 99.298, 99.983, 0.048, 49.730, 73.780, 2.656
71.000, 99.324, 99.982, 0.048, 50.410, 73.850, 2.650
72.000, 99.297, 99.987, 0.047, 50.080, 74.110, 2.673
73.000, 99.359, 99.996, 0.045, 50.020, 73.900, 2.665
74.000, 99.330, 99.990, 0.046, 49.670, 73.650, 2.695
75.000, 99.404, 99.982, 0.044, 50.350, 74.070, 2.658
76.000, 99.377, 99.986, 0.045, 50.240, 74.170, 2.653
77.000, 99.403, 99.987, 0.043, 50.290, 73.970, 2.672
78.000, 99.394, 99.988, 0.043, 50.280, 74.010, 2.645
79.000, 99.449, 99.991, 0.042, 50.130, 74.120, 2.673
80.000, 99.468, 99.990, 0.041, 49.850, 73.690, 2.681
81.000, 99.456, 99.991, 0.041, 50.110, 74.120, 2.679
82.000, 99.443, 99.987, 0.041, 49.610, 73.990, 2.668
83.000, 99.449, 99.984, 0.041, 50.100, 74.230, 2.667
84.000, 99.461, 99.985, 0.040, 50.370, 74.090, 2.663
85.000, 99.500, 99.983, 0.039, 49.960, 73.970, 2.678
86.000, 99.463, 99.993, 0.040, 49.990, 73.780, 2.672
87.000, 99.506, 99.988, 0.039, 49.940, 73.980, 2.676
88.000, 99.518, 99.991, 0.039, 49.950, 73.720, 2.677
89.000, 99.491, 99.986, 0.039, 50.440, 73.650, 2.683
90.000, 99.489, 99.997, 0.038, 50.160, 73.860, 2.690
91.000, 99.531, 99.987, 0.038, 50.070, 74.000, 2.678
92.000, 99.516, 99.992, 0.038, 50.360, 74.020, 2.669
93.000, 99.490, 99.993, 0.038, 49.960, 73.760, 2.667
94.000, 99.546, 99.984, 0.038, 50.250, 73.840, 2.690
95.000, 99.511, 99.993, 0.038, 50.430, 73.940, 2.676
96.000, 99.506, 99.992, 0.038, 49.810, 73.870, 2.686
97.000, 99.513, 99.993, 0.038, 50.060, 73.750, 2.691
98.000, 99.531, 99.990, 0.038, 49.740, 73.520, 2.685
99.000, 99.507, 99.995, 0.038, 50.520, 73.300, 2.676
test top1: 50.340, test tpo5: 73.9
firing rate of layers: 0.225, 0.225, -1.000, 0.225, -1.000, 0.059, 0.134, 0.134, -1.000, 0.134, -1.000, 0.045, 0.158, 0.071, 0.110, 0.153
Elapsed time: 7.0hour33.0minute39.6second
