architecture id: 13938
model parameters: 75196008
epoch, train_acc, train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 8.798, 24.391, 4.417, 14.420, 37.580, 3.886
1.000, 20.313, 45.370, 3.552, 23.210, 49.160, 3.404
2.000, 27.187, 54.263, 3.152, 26.150, 52.960, 3.215
3.000, 32.996, 60.757, 2.847, 30.590, 58.170, 2.972
4.000, 37.284, 65.536, 2.611, 33.600, 61.780, 2.824
5.000, 41.537, 69.579, 2.402, 37.360, 63.720, 2.688
6.000, 45.561, 73.077, 2.213, 39.050, 66.860, 2.579
7.000, 48.994, 76.301, 2.040, 40.000, 67.280, 2.528
8.000, 52.412, 79.036, 1.882, 40.810, 67.920, 2.519
9.000, 55.791, 81.338, 1.738, 42.270, 69.280, 2.447
10.000, 59.012, 83.710, 1.600, 41.810, 69.200, 2.475
11.000, 61.847, 86.035, 1.468, 44.100, 70.290, 2.403
12.000, 65.004, 87.843, 1.343, 44.250, 70.390, 2.403
13.000, 67.980, 89.499, 1.220, 44.860, 70.900, 2.417
14.000, 70.628, 91.160, 1.112, 45.440, 71.060, 2.419
15.000, 73.027, 92.480, 1.013, 45.220, 70.520, 2.459
16.000, 75.713, 93.636, 0.919, 45.020, 70.160, 2.467
17.000, 77.960, 94.666, 0.833, 45.860, 71.240, 2.454
18.000, 80.353, 95.605, 0.749, 45.460, 71.550, 2.477
19.000, 82.101, 96.353, 0.681, 45.840, 71.280, 2.503
20.000, 83.769, 97.002, 0.619, 46.660, 71.230, 2.518
21.000, 85.293, 97.576, 0.561, 46.310, 72.150, 2.496
22.000, 86.903, 97.939, 0.506, 46.040, 71.480, 2.551
23.000, 88.316, 98.321, 0.456, 46.830, 71.850, 2.530
24.000, 89.461, 98.500, 0.419, 47.000, 71.990, 2.546
25.000, 90.565, 98.709, 0.378, 46.700, 71.650, 2.551
26.000, 91.389, 99.035, 0.345, 47.150, 72.280, 2.552
27.000, 92.154, 99.120, 0.322, 47.760, 72.270, 2.579
28.000, 92.849, 99.236, 0.294, 47.740, 72.200, 2.577
29.000, 93.527, 99.352, 0.272, 47.480, 72.180, 2.588
30.000, 94.207, 99.469, 0.247, 47.580, 72.280, 2.587
31.000, 94.528, 99.562, 0.231, 47.620, 72.250, 2.632
32.000, 95.034, 99.622, 0.214, 48.590, 73.020, 2.595
33.000, 95.416, 99.654, 0.199, 47.680, 72.250, 2.655
34.000, 95.922, 99.686, 0.183, 47.630, 72.300, 2.646
35.000, 96.185, 99.707, 0.174, 48.320, 72.820, 2.602
36.000, 96.400, 99.787, 0.163, 48.220, 72.700, 2.640
37.000, 96.642, 99.789, 0.152, 48.330, 73.000, 2.636
38.000, 96.914, 99.796, 0.144, 47.930, 72.270, 2.667
39.000, 97.217, 99.832, 0.135, 48.500, 72.620, 2.665
40.000, 97.358, 99.866, 0.126, 48.100, 72.520, 2.670
41.000, 97.544, 99.858, 0.120, 48.350, 72.930, 2.669
42.000, 97.707, 99.898, 0.113, 48.640, 73.020, 2.651
43.000, 97.912, 99.892, 0.107, 48.960, 73.150, 2.668
44.000, 98.017, 99.911, 0.103, 48.460, 73.390, 2.665
45.000, 98.189, 99.914, 0.096, 48.830, 72.990, 2.674
46.000, 98.231, 99.932, 0.092, 48.660, 73.670, 2.658
47.000, 98.432, 99.930, 0.086, 48.970, 72.720, 2.688
48.000, 98.400, 99.937, 0.086, 48.780, 73.560, 2.666
49.000, 98.428, 99.937, 0.081, 49.570, 73.330, 2.678
50.000, 98.627, 99.947, 0.078, 49.150, 73.590, 2.674
51.000, 98.631, 99.949, 0.075, 48.880, 73.790, 2.657
52.000, 98.830, 99.953, 0.070, 49.200, 73.670, 2.683
53.000, 98.809, 99.964, 0.068, 49.100, 73.410, 2.689
54.000, 98.911, 99.956, 0.065, 49.500, 73.530, 2.671
55.000, 98.915, 99.963, 0.064, 49.060, 73.560, 2.673
56.000, 98.989, 99.966, 0.061, 49.580, 73.930, 2.671
57.000, 99.123, 99.978, 0.057, 49.490, 73.400, 2.698
58.000, 99.096, 99.968, 0.056, 49.380, 73.910, 2.702
59.000, 99.179, 99.982, 0.055, 48.940, 73.660, 2.692
60.000, 99.170, 99.987, 0.053, 49.320, 73.450, 2.719
61.000, 99.222, 99.985, 0.051, 49.680, 73.830, 2.704
62.000, 99.217, 99.985, 0.050, 49.850, 73.890, 2.675
63.000, 99.270, 99.983, 0.049, 48.840, 73.690, 2.706
64.000, 99.321, 99.988, 0.048, 49.710, 73.890, 2.692
65.000, 99.323, 99.978, 0.047, 49.950, 73.490, 2.706
66.000, 99.394, 99.986, 0.045, 49.950, 73.970, 2.682
67.000, 99.363, 99.982, 0.045, 49.410, 73.510, 2.720
68.000, 99.425, 99.992, 0.043, 49.300, 73.540, 2.723
69.000, 99.416, 99.989, 0.042, 49.350, 73.810, 2.706
70.000, 99.400, 99.992, 0.041, 49.370, 73.940, 2.702
71.000, 99.462, 99.992, 0.041, 50.080, 73.530, 2.698
72.000, 99.445, 99.982, 0.040, 49.980, 73.870, 2.687
73.000, 99.435, 99.988, 0.040, 49.480, 73.560, 2.721
74.000, 99.493, 99.991, 0.039, 49.650, 74.070, 2.699
75.000, 99.474, 99.993, 0.039, 49.800, 73.360, 2.705
76.000, 99.535, 99.991, 0.037, 50.000, 74.090, 2.693
77.000, 99.528, 99.991, 0.037, 50.000, 73.430, 2.720
78.000, 99.520, 99.989, 0.036, 49.930, 73.940, 2.689
79.000, 99.523, 99.990, 0.036, 50.060, 73.950, 2.715
80.000, 99.595, 99.994, 0.035, 50.340, 74.160, 2.672
81.000, 99.556, 99.996, 0.035, 50.160, 73.850, 2.709
82.000, 99.519, 99.991, 0.035, 50.120, 73.990, 2.709
83.000, 99.574, 99.991, 0.034, 49.940, 74.330, 2.704
84.000, 99.552, 99.987, 0.035, 49.750, 73.840, 2.713
85.000, 99.619, 99.990, 0.033, 50.000, 74.310, 2.674
86.000, 99.591, 99.993, 0.034, 49.990, 74.170, 2.713
87.000, 99.606, 99.990, 0.033, 50.150, 73.540, 2.717
88.000, 99.608, 99.997, 0.033, 49.660, 73.800, 2.740
89.000, 99.611, 99.995, 0.033, 50.110, 74.200, 2.699
90.000, 99.572, 99.992, 0.033, 50.270, 73.930, 2.709
91.000, 99.610, 99.994, 0.033, 50.610, 73.880, 2.683
92.000, 99.578, 99.995, 0.033, 50.890, 74.330, 2.686
93.000, 99.596, 99.992, 0.033, 50.520, 73.600, 2.708
94.000, 99.613, 99.993, 0.033, 50.070, 74.070, 2.721
95.000, 99.617, 99.997, 0.032, 49.770, 73.860, 2.708
96.000, 99.598, 99.987, 0.032, 50.180, 74.170, 2.701
97.000, 99.607, 99.991, 0.032, 50.330, 74.430, 2.672
98.000, 99.624, 99.995, 0.032, 50.010, 73.430, 2.715
99.000, 99.594, 99.990, 0.033, 50.170, 74.290, 2.683
test top1: 50.010, test tpo5: 74.0
firing rate of layers: 0.107, 0.312, -1.000, 0.312, 0.130, 0.083, 0.087, 0.170, -1.000, 0.170, 0.124, 0.061, 0.143, 0.067, 0.109, 0.158
Elapsed time: 9.0hour14.0minute6.2second
