architecture id: 13058
model parameters: 74457960
epoch, train_acc, train_top5, train_loss, val_acc, val_top5, val_loss
0.000, 9.098, 24.893, 4.397, 15.890, 39.220, 3.799
1.000, 21.899, 47.675, 3.454, 24.700, 51.230, 3.286
2.000, 29.374, 56.964, 3.031, 30.130, 57.450, 3.006
3.000, 35.357, 63.491, 2.718, 35.090, 62.450, 2.741
4.000, 40.401, 68.339, 2.464, 36.340, 64.580, 2.657
5.000, 44.573, 71.978, 2.265, 39.060, 66.670, 2.556
6.000, 48.281, 75.547, 2.077, 41.580, 68.400, 2.462
7.000, 51.813, 78.451, 1.911, 41.400, 68.730, 2.457
8.000, 55.131, 81.029, 1.761, 43.360, 70.670, 2.389
9.000, 58.459, 83.450, 1.619, 44.810, 71.220, 2.333
10.000, 61.448, 85.404, 1.491, 45.190, 71.540, 2.341
11.000, 64.537, 87.556, 1.360, 45.520, 71.920, 2.334
12.000, 67.118, 89.174, 1.247, 46.170, 72.750, 2.309
13.000, 69.834, 90.615, 1.139, 46.700, 72.740, 2.275
14.000, 72.595, 92.066, 1.032, 47.340, 72.930, 2.306
15.000, 75.126, 93.360, 0.935, 47.950, 72.810, 2.342
16.000, 77.374, 94.368, 0.850, 47.230, 72.680, 2.337
17.000, 79.581, 95.334, 0.766, 47.520, 73.380, 2.350
18.000, 81.247, 96.055, 0.702, 47.850, 73.440, 2.337
19.000, 83.248, 96.755, 0.633, 47.610, 73.070, 2.386
20.000, 84.781, 97.348, 0.573, 48.140, 73.630, 2.389
21.000, 86.368, 97.678, 0.522, 48.100, 73.720, 2.414
22.000, 87.709, 98.093, 0.471, 48.800, 73.590, 2.405
23.000, 89.043, 98.502, 0.425, 48.860, 73.610, 2.408
24.000, 90.033, 98.652, 0.392, 49.020, 73.580, 2.427
25.000, 91.057, 98.939, 0.354, 48.470, 73.960, 2.441
26.000, 91.786, 99.075, 0.328, 48.980, 73.520, 2.454
27.000, 92.647, 99.308, 0.298, 49.280, 73.860, 2.473
28.000, 93.310, 99.375, 0.276, 48.860, 74.120, 2.476
29.000, 93.861, 99.427, 0.255, 48.810, 74.280, 2.477
30.000, 94.345, 99.537, 0.236, 49.950, 74.290, 2.482
31.000, 94.915, 99.561, 0.218, 49.950, 74.360, 2.486
32.000, 95.368, 99.640, 0.202, 49.490, 74.140, 2.504
33.000, 95.810, 99.696, 0.186, 50.210, 74.420, 2.484
34.000, 96.022, 99.762, 0.175, 49.390, 74.090, 2.499
35.000, 96.523, 99.769, 0.161, 49.940, 74.360, 2.506
36.000, 96.634, 99.801, 0.153, 50.090, 74.560, 2.504
37.000, 96.918, 99.827, 0.143, 50.150, 74.310, 2.525
38.000, 97.162, 99.843, 0.134, 50.140, 74.770, 2.512
39.000, 97.256, 99.839, 0.129, 50.470, 74.380, 2.534
40.000, 97.450, 99.875, 0.121, 50.460, 74.590, 2.528
41.000, 97.683, 99.901, 0.113, 50.610, 74.490, 2.546
42.000, 97.778, 99.902, 0.107, 50.370, 75.090, 2.520
43.000, 98.053, 99.921, 0.100, 50.330, 74.630, 2.553
44.000, 98.098, 99.928, 0.096, 50.400, 74.990, 2.567
45.000, 98.232, 99.931, 0.093, 50.490, 75.000, 2.547
46.000, 98.332, 99.940, 0.087, 50.770, 74.720, 2.559
47.000, 98.511, 99.949, 0.082, 50.930, 74.950, 2.552
48.000, 98.571, 99.936, 0.079, 50.980, 75.210, 2.556
49.000, 98.618, 99.942, 0.076, 51.290, 75.280, 2.542
50.000, 98.696, 99.952, 0.073, 51.360, 75.130, 2.544
51.000, 98.776, 99.966, 0.070, 51.340, 75.140, 2.552
52.000, 98.795, 99.958, 0.067, 50.540, 75.370, 2.561
53.000, 98.958, 99.968, 0.064, 51.490, 75.420, 2.558
54.000, 99.000, 99.975, 0.061, 51.540, 75.750, 2.543
55.000, 98.930, 99.969, 0.062, 51.550, 75.370, 2.545
56.000, 99.056, 99.979, 0.058, 51.380, 75.470, 2.570
57.000, 99.108, 99.980, 0.056, 51.390, 75.380, 2.555
58.000, 99.147, 99.981, 0.054, 51.520, 75.440, 2.573
59.000, 99.153, 99.980, 0.052, 51.350, 75.330, 2.571
60.000, 99.216, 99.983, 0.050, 51.090, 75.420, 2.572
61.000, 99.253, 99.985, 0.049, 51.670, 75.540, 2.574
62.000, 99.257, 99.982, 0.048, 51.980, 75.550, 2.580
63.000, 99.284, 99.984, 0.047, 51.560, 75.550, 2.558
64.000, 99.310, 99.987, 0.046, 52.130, 75.340, 2.556
65.000, 99.337, 99.982, 0.045, 51.660, 75.260, 2.571
66.000, 99.347, 99.987, 0.044, 51.670, 75.430, 2.578
67.000, 99.441, 99.989, 0.042, 51.510, 75.570, 2.560
68.000, 99.351, 99.982, 0.042, 51.440, 75.590, 2.577
69.000, 99.439, 99.986, 0.041, 51.860, 75.330, 2.561
70.000, 99.453, 99.990, 0.039, 51.330, 75.850, 2.586
71.000, 99.469, 99.987, 0.039, 51.840, 75.430, 2.559
72.000, 99.468, 99.989, 0.039, 51.650, 75.730, 2.566
73.000, 99.491, 99.987, 0.038, 52.080, 75.860, 2.576
74.000, 99.520, 99.988, 0.037, 51.610, 75.490, 2.587
75.000, 99.494, 99.994, 0.036, 51.920, 75.640, 2.574
76.000, 99.524, 99.989, 0.036, 51.910, 75.340, 2.591
77.000, 99.518, 99.994, 0.036, 52.240, 75.620, 2.565
78.000, 99.532, 99.994, 0.035, 52.000, 75.290, 2.589
79.000, 99.565, 99.991, 0.035, 51.940, 76.220, 2.553
80.000, 99.550, 99.993, 0.034, 51.840, 75.970, 2.573
81.000, 99.549, 99.990, 0.034, 51.890, 75.640, 2.570
82.000, 99.580, 99.991, 0.033, 52.050, 75.580, 2.558
83.000, 99.566, 99.993, 0.033, 51.680, 75.650, 2.588
84.000, 99.599, 99.988, 0.032, 51.970, 75.920, 2.585
85.000, 99.633, 99.996, 0.032, 51.980, 75.800, 2.583
86.000, 99.604, 99.998, 0.032, 52.180, 75.860, 2.570
87.000, 99.560, 99.986, 0.033, 52.120, 75.730, 2.589
88.000, 99.563, 99.996, 0.033, 52.270, 76.090, 2.567
89.000, 99.617, 99.995, 0.032, 52.160, 75.840, 2.567
90.000, 99.663, 99.996, 0.031, 51.790, 75.660, 2.591
91.000, 99.605, 99.994, 0.031, 51.620, 75.720, 2.578
92.000, 99.617, 99.995, 0.032, 52.010, 75.770, 2.575
93.000, 99.630, 99.993, 0.032, 51.990, 75.480, 2.579
94.000, 99.650, 99.993, 0.031, 52.210, 75.560, 2.566
95.000, 99.622, 99.995, 0.031, 52.210, 75.800, 2.563
96.000, 99.585, 99.993, 0.032, 51.690, 75.620, 2.575
97.000, 99.641, 99.992, 0.031, 52.100, 75.500, 2.553
98.000, 99.644, 99.994, 0.031, 52.370, 75.840, 2.568
99.000, 99.620, 99.992, 0.031, 51.880, 75.700, 2.583
test top1: 51.380, test tpo5: 75.5
firing rate of layers: 0.177, -1.000, 0.085, 0.393, -1.000, 0.115, 0.118, -1.000, 0.054, 0.212, -1.000, 0.069, 0.151, 0.068, 0.111, 0.157
Elapsed time: 7.0hour43.0minute34.5second
